episode,steps,total_reward,score,success,outcome,epsilon
39,19,-0.7971682739257812,0,0,failed,0.9617319426784903
40,55,-2.7292170410156267,0,0,failed,0.9607702107358118
41,14,-0.7201640014648437,0,0,failed,0.959809440525076
42,22,-1.0775411682128906,0,0,failed,0.9588496310845509
43,14,-0.7011245727539063,0,0,failed,0.9578907814534664
44,13,-0.7219347534179688,0,0,failed,0.9569328906720129
45,29,-21.70298474121094,0,0,failed,0.9559759577813409
46,16,9.183793762207028,10,0,one_apple,0.9550199818235596
47,36,-2.2313955383300783,0,0,failed,0.9540649618417361
48,9,-20.308235229492187,0,0,failed,0.9531108968798944
49,45,7.906009628295898,10,0,one_apple,0.9521577859830145
50,51,-2.730887451171876,0,0,failed,0.9512056281970315
51,4,-0.0975955200195313,0,0,failed,0.9502544225688344
52,22,-1.218334167480469,0,0,failed,0.9493041681462656
53,19,-1.0511032104492186,0,0,failed,0.9483548639781193
54,19,-1.0852805786132813,0,0,failed,0.9474065091141411
55,23,-1.3899483032226565,0,0,failed,0.946459102605027
56,25,-1.0862637329101565,0,0,failed,0.9455126435024219
57,19,-0.8616512451171875,0,0,failed,0.9445671308589195
58,12,-0.4987797241210937,0,0,failed,0.9436225637280606
59,22,-1.053938934326172,0,0,failed,0.9426789411643326
60,34,-1.858347442626954,0,0,failed,0.9417362622231683
61,16,-0.77612646484375,0,0,failed,0.9407945259609451
62,14,-0.595166961669922,0,0,failed,0.9398537314349842
63,32,-1.7106047058105474,0,0,failed,0.9389138777035492
64,11,-0.39516638183593755,0,0,failed,0.9379749638258457
65,26,-1.1320096435546876,0,0,failed,0.9370369888620198
66,23,-1.1385606689453127,0,0,failed,0.9360999518731578
67,57,-3.0074262695312513,0,0,failed,0.9351638519212846
68,22,-20.974566131591796,0,0,failed,0.9342286880693633
69,29,8.541373275756833,10,0,one_apple,0.933294459381294
70,32,-1.768806945800782,0,0,failed,0.9323611649219127
71,32,-1.6048450012207038,0,0,failed,0.9314288037569908
72,22,-1.1613155517578126,0,0,failed,0.9304973749532338
73,18,-20.695668869018554,0,0,failed,0.9295668775782806
74,31,-1.760524536132813,0,0,failed,0.9286373107007023
75,23,-1.3116593322753907,0,0,failed,0.9277086733900016
76,17,9.230909332275388,10,0,one_apple,0.9267809647166116
77,10,-0.5812426757812499,0,0,failed,0.925854183751895
78,45,27.72593898010253,10,0,one_apple,0.9249283295681431
79,21,-0.9751833190917969,0,0,failed,0.9240034012385749
80,23,-1.1016226501464847,0,0,failed,0.9230793978373364
81,34,-1.8024069213867193,0,0,failed,0.9221563184394991
82,29,-1.528538024902344,0,0,failed,0.9212341621210596
83,9,-0.3599193115234375,0,0,failed,0.9203129279589385
84,8,-20.34759552001953,0,0,failed,0.9193926150309796
85,8,-20.25823522949219,0,0,failed,0.9184732224159486
86,19,29.269596191406247,10,0,one_apple,0.9175547491935327
87,8,-20.322490783691407,0,0,failed,0.9166371944443392
88,61,-3.2471341552734385,0,0,failed,0.9157205572498949
89,9,-0.3784893493652344,0,0,failed,0.914804836692645
90,12,-0.47044848632812514,0,0,failed,0.9138900318559524
91,7,-20.147595520019532,0,0,failed,0.9129761418240965
92,19,-20.980717987060547,0,0,failed,0.9120631656822724
93,10,-20.444833312988283,0,0,failed,0.9111511025165902
94,15,-0.746522705078125,0,0,failed,0.9102399514140735
95,12,-0.6010194091796875,0,0,failed,0.9093297114626595
96,12,-0.4874968872070313,0,0,failed,0.9084203817511969
97,19,-20.91003140258789,0,0,failed,0.9075119613694457
98,12,-0.4052165832519532,0,0,failed,0.9066044494080763
99,26,8.504214050292955,10,0,one_apple,0.9056978449586682
100,16,-0.8767769165039062,0,0,failed,0.9047921471137096
101,49,-2.892588500976564,10,0,one_apple,0.9038873549665959
102,12,-0.5620148925781251,0,0,failed,0.9029834676116293
103,10,-0.36877557373046876,0,0,failed,0.9020804841440176
104,28,-1.3265724182128906,0,0,failed,0.9011784036598737
105,10,-0.4599816589355469,0,0,failed,0.9002772252562138
106,13,-0.5082921142578125,0,0,failed,0.8993769480309576
107,21,-20.949398193359375,0,0,failed,0.8984775710829266
108,15,29.242076171875,10,0,one_apple,0.8975790935118436
109,30,-1.6370828857421882,0,0,failed,0.8966815144183318
110,16,29.254299041748045,10,0,one_apple,0.8957848329039134
111,25,-1.0322190551757813,10,0,one_apple,0.8948890480710096
112,10,-0.3980754699707032,0,0,failed,0.8939941590229386
113,10,-0.3319903564453126,0,0,failed,0.8931001648639156
114,60,-2.854654815673829,0,0,failed,0.8922070646990518
115,33,-1.700304626464844,0,0,failed,0.8913148576343527
116,24,8.82091920471191,10,0,one_apple,0.8904235427767183
117,23,-1.1330847778320314,0,0,failed,0.8895331192339416
118,20,-21.012438903808594,0,0,failed,0.8886435861147077
119,8,-0.0975955200195313,0,0,failed,0.887754942528593
120,13,-0.6724321594238281,0,0,failed,0.8868671875860644
121,35,-21.81943771362305,0,0,failed,0.8859803203984784
122,12,-0.6345826416015625,0,0,failed,0.88509434007808
123,21,-21.1394384765625,0,0,failed,0.8842092457380019
124,11,-0.533259735107422,0,0,failed,0.8833250364922639
125,9,-0.26362261962890643,0,0,failed,0.8824417114557717
126,28,-1.2141504211425782,0,0,failed,0.8815592697443159
127,22,-0.9604270629882811,0,0,failed,0.8806777104745716
128,57,-2.9415938720703134,0,0,failed,0.8797970327640969
129,23,-1.0281968994140624,0,0,failed,0.8789172357313328
130,21,-0.9147677764892578,0,0,failed,0.8780383184956015
131,12,-20.659929443359374,0,0,failed,0.8771602801771059
132,7,-20.34759552001953,0,0,failed,0.8762831198969288
133,23,29.206751129150387,10,0,one_apple,0.8754068367770318
134,8,-20.30645556640625,0,0,failed,0.8745314299402548
135,12,-20.634115173339843,0,0,failed,0.8736568985103146
136,17,-0.9610920410156251,0,0,failed,0.8727832416118043
137,40,-2.369843811035157,0,0,failed,0.8719104583701925
138,9,-20.55,0,0,failed,0.8710385479118223
139,16,-0.6383311157226563,0,0,failed,0.8701675093639105
140,31,8.761446044921875,10,0,one_apple,0.8692973418545467
141,11,-0.3883937377929688,0,0,failed,0.8684280445126921
142,12,-0.5438912353515625,0,0,failed,0.8675596164681794
143,10,-20.507094482421877,0,0,failed,0.8666920568517111
144,46,-2.214928283691407,0,0,failed,0.8658253647948594
145,9,-20.398984619140627,0,0,failed,0.8649595394300645
146,13,-0.5059107055664063,0,0,failed,0.8640945798906344
147,28,28.967658981323236,10,0,one_apple,0.8632304853107438
148,15,-0.5936256713867188,0,0,failed,0.862367254825433
149,16,-0.6398152465820314,0,0,failed,0.8615048875706075
150,44,-22.459766693115235,0,0,failed,0.8606433826830369
151,9,-0.2752691650390625,0,0,failed,0.8597827393003539
152,7,-20.247595520019534,0,0,failed,0.8589229565610536
153,29,-1.6129698181152345,0,0,failed,0.8580640336044925
154,15,29.26234649658203,10,0,one_apple,0.857205969570888
155,58,27.286236404418926,10,0,one_apple,0.8563487636013172
156,16,-0.8158110961914063,0,0,failed,0.8554924148377159
157,11,-0.5167461547851563,0,0,failed,0.8546369224228781
158,23,-1.332460815429688,0,0,failed,0.8537822855004553
159,21,-1.1770617065429687,0,0,failed,0.8529285032149548
160,13,-0.5870966186523437,0,0,failed,0.8520755747117399
161,36,8.435126373291013,10,0,one_apple,0.8512234991370281
162,15,29.3322446899414,10,0,one_apple,0.8503722756378911
163,20,-0.9538560791015624,0,0,failed,0.8495219033622532
164,24,-1.12055859375,0,0,failed,0.8486723814588909
165,11,-0.3827188720703125,0,0,failed,0.847823709077432
166,35,-21.899278747558597,0,0,failed,0.8469758853683546
167,29,28.695503143310546,10,0,one_apple,0.8461289094829862
168,11,-0.6239939575195311,0,0,failed,0.8452827805735033
169,34,-21.7618141784668,0,0,failed,0.8444374977929298
170,12,-0.5514981689453125,0,0,failed,0.8435930602951368
171,13,-20.686559692382815,0,0,failed,0.8427494672348417
172,13,-0.5657704162597658,0,0,failed,0.8419067177676068
173,69,-3.4867662658691425,0,0,failed,0.8410648110498392
174,20,-21.14143084716797,0,0,failed,0.8402237462387894
175,13,-0.6258026733398437,0,0,failed,0.8393835224925505
176,44,27.85861300659179,10,0,one_apple,0.838544138970058
177,20,-0.8946254577636722,0,0,failed,0.8377055948310879
178,25,-21.335897094726562,0,0,failed,0.8368678892362568
179,24,-1.1801958618164063,0,0,failed,0.8360310213470206
180,33,-21.55781365966797,0,0,failed,0.8351949903256736
181,16,-20.75658157348633,0,0,failed,0.8343597953353479
182,10,-20.43878924560547,0,0,failed,0.8335254355400126
183,17,9.228180984497069,10,0,one_apple,0.8326919101044725
184,4,-0.0975955200195313,0,0,failed,0.831859218194368
185,9,-20.358235229492188,0,0,failed,0.8310273589761736
186,14,-0.7746919555664064,0,0,failed,0.8301963316171974
187,10,-0.4700494384765625,0,0,failed,0.8293661352855802
188,27,28.91394155883789,10,0,one_apple,0.8285367691502946
189,11,-0.4309750366210938,0,0,failed,0.8277082323811443
190,11,-0.4376830139160158,0,0,failed,0.8268805241487632
191,12,-0.38165686035156265,0,0,failed,0.8260536436246144
192,47,-2.578609161376954,0,0,failed,0.8252275899809898
193,38,28.09465481567382,10,0,one_apple,0.8244023623910088
194,16,9.23018682861328,10,0,one_apple,0.8235779600286178
195,22,-0.9780129547119141,0,0,failed,0.8227543820685892
196,47,27.646602691650386,10,0,one_apple,0.8219316276865206
197,9,-0.2977654724121094,0,0,failed,0.8211096960588341
198,21,-1.0381187438964845,0,0,failed,0.8202885863627752
199,14,-0.5835549926757813,0,0,failed,0.8194682977764125
200,10,-20.49529168701172,0,0,failed,0.818648829478636
201,14,-0.8712249145507812,0,0,failed,0.8178301806491574
202,18,29.35138912963867,10,0,one_apple,0.8170123504685082
203,33,-1.6179861755371099,0,0,failed,0.8161953381180397
204,24,28.892662139892575,10,0,one_apple,0.8153791427799216
205,14,-0.7386812744140625,0,0,failed,0.8145637636371417
206,16,-0.7672687377929687,0,0,failed,0.8137491998735046
207,45,27.60848643493652,10,0,one_apple,0.812935450673631
208,21,-1.0041015014648438,0,0,failed,0.8121225152229574
209,21,-0.9371445312499999,0,0,failed,0.8113103927077344
210,14,-0.733060974121094,0,0,failed,0.8104990823150267
211,18,-0.7424570617675783,0,0,failed,0.8096885832327116
212,26,-21.160213806152345,0,0,failed,0.8088788946494789
213,20,-21.011133087158203,0,0,failed,0.8080700157548294
214,31,-1.4214754943847658,0,0,failed,0.8072619457390746
215,15,9.476788574218748,10,0,one_apple,0.8064546837933355
216,21,-1.1500254211425784,0,0,failed,0.8056482291095421
217,29,8.411020477294915,10,0,one_apple,0.8048425808804326
218,11,-0.44481817626953124,0,0,failed,0.8040377382995522
219,11,-0.5312901611328127,0,0,failed,0.8032337005612527
220,14,-0.6883651123046874,0,0,failed,0.8024304668606914
221,15,-0.8246510009765624,0,0,failed,0.8016280363938307
222,20,-1.0771672058105468,0,0,failed,0.8008264083574369
223,10,-0.3591883850097656,0,0,failed,0.8000255819490795
224,21,-0.9261919250488281,10,0,one_apple,0.7992255563671304
225,15,29.215607452392575,10,0,one_apple,0.7984263308107633
226,14,-0.6337658691406252,0,0,failed,0.7976279044799526
227,7,-20.294818176269533,0,0,failed,0.7968302765754727
228,22,-0.8423097534179688,0,0,failed,0.7960334462988972
229,10,-20.358235229492188,0,0,failed,0.7952374128525983
230,9,29.669024963378906,10,0,one_apple,0.7944421754397457
231,24,-1.2540073547363284,0,0,failed,0.7936477332643059
232,11,-0.6,0,0,failed,0.7928540855310416
233,12,-20.594627868652346,0,0,failed,0.7920612314455105
234,10,-20.459741638183594,0,0,failed,0.7912691702140651
235,26,8.830303894042967,10,0,one_apple,0.790477901043851
236,9,-0.41282373046875,0,0,failed,0.7896874231428072
237,17,29.213486602783203,10,0,one_apple,0.7888977357196644
238,12,-0.7309750366210938,0,0,failed,0.7881088379839447
239,26,-1.3903554077148441,0,0,failed,0.7873207291459607
240,18,-21.06079919433594,0,0,failed,0.7865334084168147
241,13,9.349707458496095,10,0,one_apple,0.7857468750083979
242,12,-0.5298626708984375,0,0,failed,0.7849611281333895
243,12,-0.5845580444335938,0,0,failed,0.784176167005256
244,17,29.55808459472656,10,0,one_apple,0.7833919908382508
245,19,-20.913380523681642,0,0,failed,0.7826085988474126
246,41,-2.1571329040527347,0,0,failed,0.7818259902485653
247,14,-0.6504344482421875,0,0,failed,0.7810441642583167
248,18,9.232334350585937,10,0,one_apple,0.7802631200940584
249,23,-1.1484605407714843,0,0,failed,0.7794828569739644
250,4,-0.0975955200195313,0,0,failed,0.7787033741169904
251,18,-21.059223571777345,0,0,failed,0.7779246707428734
252,13,-0.49393218994140625,0,0,failed,0.7771467460721305
253,15,-20.757629791259767,0,0,failed,0.7763695993260584
254,13,-0.4967012023925782,0,0,failed,0.7755932297267324
255,25,-1.13085546875,10,0,one_apple,0.7748176364970056
256,11,-0.43852795410156253,0,0,failed,0.7740428188605086
257,9,-20.373811157226562,0,0,failed,0.7732687760416481
258,21,-1.0489152221679687,0,0,failed,0.7724955072656065
259,10,-20.481630798339843,0,0,failed,0.7717230117583408
260,11,-0.5805407104492188,0,0,failed,0.7709512887465825
261,11,-0.5475345458984375,0,0,failed,0.7701803374578359
262,24,-1.3324573364257815,0,0,failed,0.7694101571203781
263,32,28.5786187133789,10,0,one_apple,0.7686407469632577
264,35,-1.691581909179688,0,0,failed,0.7678721062162944
265,7,-20.247595520019534,0,0,failed,0.7671042341100781
266,11,-0.4691815795898439,0,0,failed,0.766337129875968
267,7,-20.34759552001953,0,0,failed,0.7655707927460921
268,12,-0.5475521850585938,0,0,failed,0.764805221953346
269,7,-0.1183079986572266,0,0,failed,0.7640404167313927
270,16,-0.7390848388671876,0,0,failed,0.7632763763146613
271,18,-0.7751153869628907,0,0,failed,0.7625130999383466
272,25,-1.1533477172851565,0,0,failed,0.7617505868384082
273,19,9.191071472167962,10,0,one_apple,0.7609888362515699
274,52,7.737006866455072,10,0,one_apple,0.7602278474153183
275,32,-1.551920440673829,0,0,failed,0.759467619567903
276,19,9.088993347167968,10,0,one_apple,0.7587081519483351
277,10,-0.2970973510742188,0,0,failed,0.7579494437963867
278,21,-21.244707153320313,0,0,failed,0.7571914943525904
279,6,-0.1136226196289063,0,0,failed,0.7564343028582378
280,14,9.21417749023437,10,0,one_apple,0.7556778685553796
281,19,9.11611846923828,10,0,one_apple,0.7549221906868242
282,14,-0.38729180908203126,0,0,failed,0.7541672684961374
283,16,9.32752471923828,10,0,one_apple,0.7534131012276413
284,22,-21.098083923339843,0,0,failed,0.7526596881264136
285,28,-21.447990631103515,0,0,failed,0.7519070284382872
286,24,28.777489135742183,10,0,one_apple,0.7511551214098489
287,26,-1.1324576110839846,0,0,failed,0.750403966288439
288,18,9.034811309814453,10,0,one_apple,0.7496535623221505
289,51,-2.6279205627441415,0,0,failed,0.7489039087598284
290,17,-0.7569988403320311,0,0,failed,0.7481550048510686
291,9,-0.1868762817382813,0,0,failed,0.7474068498462175
292,12,-0.5193109741210937,0,0,failed,0.7466594429963713
293,21,-21.00456091308594,0,0,failed,0.745912783553375
294,20,-1.1393866271972657,0,0,failed,0.7451668707698216
295,24,-1.246178588867188,0,0,failed,0.7444217038990517
296,43,28.0888157043457,10,0,one_apple,0.7436772821951526
297,8,-0.2511148681640626,0,0,failed,0.7429336049129575
298,23,-21.086218673706057,0,0,failed,0.7421906713080445
299,20,-0.7712882690429688,0,0,failed,0.7414484806367364
300,12,-20.590274414062502,0,0,failed,0.7407070321560997
301,10,-20.556625061035156,0,0,failed,0.7399663251239436
302,22,-1.0234517211914065,0,0,failed,0.7392263587988196
303,14,9.357382507324218,10,0,one_apple,0.7384871324400207
304,4,-0.0975955200195313,0,0,failed,0.7377486453075807
305,27,8.493543197631833,10,0,one_apple,0.737010896662273
306,18,-0.7600908203125001,0,0,failed,0.7362738857656108
307,22,-1.1636074523925783,0,0,failed,0.7355376118798452
308,15,-20.63794567871094,0,0,failed,0.7348020742679654
309,24,8.653513671874997,10,0,one_apple,0.7340672721936974
310,19,-0.8839713745117188,0,0,failed,0.7333332049215037
311,13,-0.5011661376953125,0,0,failed,0.7325998717165821
312,38,-1.8598405151367192,0,0,failed,0.7318672718448656
313,11,-0.57837646484375,0,0,failed,0.7311354045730207
314,9,-0.5417991943359376,0,0,failed,0.7304042691684477
315,23,-1.040776123046875,0,0,failed,0.7296738648992792
316,30,-21.64156530761719,0,0,failed,0.7289441910343799
317,11,-0.532798828125,0,0,failed,0.7282152468433455
318,18,-0.7996233825683593,10,0,one_apple,0.7274870315965022
319,4,-0.0975955200195313,0,0,failed,0.7267595445649057
320,33,-1.498586578369141,0,0,failed,0.7260327850203407
321,7,-20.199657775878908,0,0,failed,0.7253067522353204
322,17,-0.7551591796874999,0,0,failed,0.724581445483085
323,22,-0.9904426269531251,0,0,failed,0.723856864037602
324,19,-0.8877584838867186,0,0,failed,0.7231330071735643
325,10,-0.4422653808593751,0,0,failed,0.7224098741663908
326,12,-0.6322071533203124,0,0,failed,0.7216874642922244
327,10,-20.434115173339844,0,0,failed,0.7209657768279322
328,24,-1.4064878540039067,0,0,failed,0.7202448110511043
329,25,-1.429682556152344,0,0,failed,0.7195245662400531
330,15,-20.752055297851562,0,0,failed,0.7188050416738131
331,23,-1.1198236083984376,0,0,failed,0.7180862366321393
332,9,-0.33884307861328133,0,0,failed,0.7173681503955072
333,11,-0.6754363403320313,0,0,failed,0.7166507822451117
334,19,-20.98697750854492,0,0,failed,0.7159341314628666
335,9,-0.2104686279296876,0,0,failed,0.7152181973314037
336,41,-2.0188034667968755,0,0,failed,0.7145029791340722
337,51,-2.8962483520507822,0,0,failed,0.7137884761549381
338,12,-0.48903524780273444,0,0,failed,0.7130746876787832
339,40,-1.701797424316407,0,0,failed,0.7123616129911045
340,18,-0.8487075805664063,0,0,failed,0.7116492513781133
341,10,-0.5159379882812499,0,0,failed,0.7109376021267352
342,29,-1.5724895019531255,0,0,failed,0.7102266645246085
343,22,-21.283502731323242,0,0,failed,0.7095164378600839
344,28,-1.3941741943359376,0,0,failed,0.7088069214222238
345,12,-0.5768483276367187,0,0,failed,0.7080981145008015
346,41,-2.1644717407226572,0,0,failed,0.7073900163863007
347,18,-21.010039001464843,0,0,failed,0.7066826263699144
348,37,-1.708946716308594,0,0,failed,0.7059759437435444
349,19,-21.082819396972656,0,0,failed,0.7052699677998009
350,12,-20.653638916015627,0,0,failed,0.704564697832001
351,20,-0.8745328979492186,0,0,failed,0.7038601331341691
352,25,-1.2828416137695313,0,0,failed,0.7031562730010349
353,17,-21.0149619140625,0,0,failed,0.7024531167280339
354,47,28.065393035888672,10,0,one_apple,0.7017506636113059
355,14,9.392327484130856,10,0,one_apple,0.7010489129476946
356,13,-20.54726156616211,0,0,failed,0.7003478640347469
357,21,-1.191418609619141,0,0,failed,0.6996475161707122
358,23,29.38293905639648,10,0,one_apple,0.6989478686545415
359,9,-0.3078570861816407,0,0,failed,0.698248920785887
360,15,-0.5394639282226562,0,0,failed,0.6975506718651011
361,9,-0.39759552001953125,0,0,failed,0.6968531211932361
362,8,-20.447595520019533,0,0,failed,0.6961562680720428
363,20,-20.936080932617188,0,0,failed,0.6954601118039707
364,38,28.412042388916003,10,0,one_apple,0.6947646516921667
365,31,-1.7548276977539066,0,0,failed,0.6940698870404746
366,22,-1.1338984985351563,0,0,failed,0.6933758171534341
367,15,9.318934478759761,10,0,one_apple,0.6926824413362807
368,26,-1.2361284790039064,0,0,failed,0.6919897588949444
369,10,-0.2921046752929688,0,0,failed,0.6912977691360495
370,12,-0.5232212524414064,0,0,failed,0.6906064713669134
371,21,-1.113212890625,0,0,failed,0.6899158648955466
372,19,-1.0165717163085939,0,0,failed,0.689225949030651
373,7,-20.16111785888672,0,0,failed,0.6885367230816204
374,14,29.229311279296873,10,0,one_apple,0.6878481863585387
375,10,-20.447595520019533,0,0,failed,0.6871603381721801
376,28,8.630650054931639,10,0,one_apple,0.686473177834008
377,29,28.35540231323242,10,0,one_apple,0.685786704656174
378,21,-0.8890006713867187,0,0,failed,0.6851009179515178
379,21,-1.0109517517089843,0,0,failed,0.6844158170335664
380,18,-0.7973318481445312,0,0,failed,0.6837314012165328
381,10,-0.43610681152343744,0,0,failed,0.6830476698153162
382,10,-20.51779296875,0,0,failed,0.6823646221455009
383,15,9.27508407592773,10,0,one_apple,0.6816822575233553
384,24,-1.2378543701171878,0,0,failed,0.6810005752658319
385,5,-20.163622619628907,0,0,failed,0.680319574690566
386,4,-0.0975955200195313,0,0,failed,0.6796392551158754
387,18,9.217725158691405,10,0,one_apple,0.6789596158607596
388,29,8.562962371826167,10,0,one_apple,0.6782806562448989
389,26,8.798027770996082,10,0,one_apple,0.677602375588654
390,31,-1.6272480468750004,0,0,failed,0.6769247732130653
391,12,-20.503949096679687,0,0,failed,0.6762478484398523
392,9,-0.29523675537109384,0,0,failed,0.6755716005914124
393,14,-20.568189056396484,0,0,failed,0.674896028990821
394,19,-0.8847166137695314,0,0,failed,0.6742211329618302
395,29,-1.5054635620117192,0,0,failed,0.6735469118288684
396,11,-20.48008090209961,0,0,failed,0.6728733649170395
397,13,-0.47018450927734373,0,0,failed,0.6722004915521225
398,25,-1.0748104248046875,0,0,failed,0.6715282910605703
399,17,-20.774533935546877,0,0,failed,0.6708567627695098
400,58,-2.9688998565673836,0,0,failed,0.6701859060067403
401,8,-0.30823522949218757,0,0,failed,0.6695157201007336
402,27,-1.512376708984375,0,0,failed,0.6688462043806328
403,10,-20.33941522216797,0,0,failed,0.6681773581762521
404,12,-0.5727612915039062,0,0,failed,0.6675091808180759
405,8,-20.5658193359375,0,0,failed,0.6668416716372578
406,10,-20.458647705078125,0,0,failed,0.6661748299656206
407,5,-0.0975955200195313,0,0,failed,0.6655086551356549
408,18,-1.0301003723144533,0,0,failed,0.6648431464805192
409,27,-21.56196548461914,0,0,failed,0.6641783033340387
410,16,-0.727474578857422,0,0,failed,0.6635141250307047
411,17,-20.835814849853517,0,0,failed,0.662850610905674
412,24,-21.19506118774414,0,0,failed,0.6621877602947683
413,28,-1.2543382568359378,0,0,failed,0.6615255725344735
414,26,-1.418290222167969,0,0,failed,0.660864046961939
415,12,-0.5746099853515625,0,0,failed,0.660203182914977
416,20,9.306517578124996,10,0,one_apple,0.6595429797320621
417,55,27.47525170898437,10,0,one_apple,0.6588834367523301
418,13,9.502392517089843,10,0,one_apple,0.6582245533155777
419,18,-0.9319484863281251,0,0,failed,0.6575663287622622
420,20,-1.0056123046875,0,0,failed,0.6569087624334999
421,5,-20.147595520019532,0,0,failed,0.6562518536710664
422,17,-20.819926391601562,0,0,failed,0.6555956018173954
423,13,-0.5691450805664063,0,0,failed,0.654940006215578
424,15,9.400555023193359,10,0,one_apple,0.6542850662093624
425,9,-20.53124267578125,0,0,failed,0.6536307811431531
426,16,9.165083023071286,10,0,one_apple,0.65297715036201
427,10,-0.3669274291992188,0,0,failed,0.6523241732116479
428,14,-20.899406188964843,0,0,failed,0.6516718490384363
429,26,8.797857391357418,10,0,one_apple,0.6510201771893979
430,9,-20.38577111816406,0,0,failed,0.6503691570122084
431,27,-1.3509932250976566,0,0,failed,0.6497187878551962
432,7,-20.226562042236328,0,0,failed,0.649069069067341
433,19,-0.7608296508789063,0,0,failed,0.6484199999982736
434,6,-0.1367773132324219,0,0,failed,0.6477715799982753
435,34,28.47343907165527,10,0,one_apple,0.647123808418277
436,9,-0.1975955200195313,0,0,failed,0.6464766846098587
437,8,-0.29759552001953127,0,0,failed,0.6458302079252489
438,7,-20.29218896484375,0,0,failed,0.6451843777173236
439,29,28.533164154052734,10,0,one_apple,0.6445391933396063
440,11,-0.4338970336914062,0,0,failed,0.6438946541462667
441,5,-20.147595520019532,0,0,failed,0.6432507594921204
442,47,-2.529314514160157,0,0,failed,0.6426075087326283
443,29,28.87385375976562,10,0,one_apple,0.6419649012238956
444,11,-0.573464599609375,0,0,failed,0.6413229363226717
445,29,-21.434554107666017,0,0,failed,0.640681613386349
446,11,-0.3067953796386719,0,0,failed,0.6400409317729626
447,23,-21.1313837890625,0,0,failed,0.6394008908411897
448,24,-1.1856367492675783,0,0,failed,0.6387614899503485
449,20,-21.017113311767577,0,0,failed,0.6381227284603982
450,8,-20.359895874023437,0,0,failed,0.6374846057319378
451,51,-22.27227719116211,0,0,failed,0.6368471211262058
452,18,-0.7750050048828125,0,0,failed,0.6362102740050796
453,11,-20.530483459472656,0,0,failed,0.6355740637310745
454,43,-2.451895507812501,0,0,failed,0.6349384896673435
455,54,7.353705230712869,10,0,one_apple,0.6343035511776761
456,17,9.095423553466794,10,0,one_apple,0.6336692476264985
457,8,-0.30000000000000004,0,0,failed,0.6330355783788719
458,14,-20.800512817382813,0,0,failed,0.632402542800493
459,19,-0.9097120666503906,0,0,failed,0.6317701402576925
460,17,-0.7927971191406251,0,0,failed,0.6311383701174348
461,32,8.657760284423826,10,0,one_apple,0.6305072317473174
462,43,7.777356201171862,10,0,one_apple,0.6298767245155701
463,29,-1.5221855468750003,0,0,failed,0.6292468477910546
464,12,29.53500549316406,10,0,one_apple,0.6286176009432635
465,7,-0.3104686279296876,0,0,failed,0.6279889833423202
466,29,-21.695051025390626,0,0,failed,0.6273609943589779
467,10,29.589531372070308,10,0,one_apple,0.6267336333646188
468,12,-0.45769955444335947,0,0,failed,0.6261068997312542
469,16,-0.6882493286132811,0,0,failed,0.6254807928315229
470,10,-0.5793000488281249,0,0,failed,0.6248553120386914
471,8,-0.2841151733398438,0,0,failed,0.6242304567266527
472,16,-20.95008349609375,0,0,failed,0.623606226269926
