episode,steps,reward,score,apples,two_apple_success,three_apple_success,epsilon,entropy,truncated
356,19,147.37999999999997,20,2,1,0,0.37746817988902986,1.0311536649858843,0
357,49,155.71,20,2,1,0,0.3770907117091408,1.0304817946805502,0
358,9,1.6499999999999997,0,0,0,0,0.37671362099743166,1.0298101640363257,0
359,23,130.39000000000001,20,2,1,0,0.3763369073764342,1.0291387734322024,0
360,53,128.7,20,2,1,0,0.3759605704690578,1.0284676232456422,0
361,62,37.23000000000005,10,1,0,0,0.3755846098985887,1.0277967138525794,0
362,50,37.86000000000003,10,1,0,0,0.3752090252886901,1.0271260456274276,0
363,28,41.56,10,1,0,0,0.3748338162634014,1.0264556189430811,0
364,10,62.31000000000001,10,1,0,0,0.374458982447138,1.0257854341709232,0
365,19,40.54999999999999,10,1,0,0,0.37408452346469084,1.0251154916808263,0
366,16,37.46000000000001,10,1,0,0,0.37371043894122613,1.0244457918411591,0
367,8,62.38000000000001,10,1,0,0,0.3733367285022849,1.0237763350187905,0
368,44,43.67,10,1,0,0,0.3729633917737826,1.023107121579093,0
369,16,38.01000000000002,10,1,0,0,0.37259042838200884,1.0224381518859482,0
370,10,37.510000000000005,10,1,0,0,0.37221783795362684,1.02176942630175,0
371,51,128.89,20,2,1,0,0.37184562011567324,1.0211009451874098,0
372,18,38.94000000000002,10,1,0,0,0.3714737744955576,1.0204327089023606,0
373,53,131.71000000000004,20,2,1,0,0.37110230072106204,1.0197647178045606,0
374,38,156.45999999999998,20,2,1,0,0.37073119842034097,1.0190969722504983,0
375,9,35.760000000000005,10,1,0,0,0.3703604672219206,1.0184294725951961,0
376,28,155.48000000000002,20,2,1,0,0.3699901067546987,1.0177622191922155,0
377,30,131.48999999999995,20,2,1,0,0.369620116647944,1.01709521239366,0
378,49,32.17000000000001,10,1,0,0,0.36925049653129605,1.0164284525501803,0
379,12,-22.810000000000002,0,0,0,0,0.36888124603476474,1.0157619400109779,0
380,12,60.92000000000001,10,1,0,0,0.36851236478872995,1.0150956751238092,0
381,55,41.189999999999955,10,1,0,0,0.3681438524239412,1.0144296582349912,0
382,50,130.89999999999995,20,2,1,0,0.36777570857151726,1.0137638896894037,0
383,55,63.140000000000036,10,1,0,0,0.36740793286294576,1.0130983698304936,0
384,29,41.349999999999994,10,1,0,0,0.3670405249300828,1.0124330990002806,0
385,69,115.9499999999999,20,2,1,0,0.36667348440515274,1.0117680775393598,0
386,53,132.37,20,2,1,0,0.36630681092074757,1.0111033057869063,0
387,53,45.040000000000035,10,1,0,0,0.3659405041098268,1.0104387840806797,0
388,51,130.8,20,2,1,0,0.365574563605717,1.0097745127570275,0
389,32,37.01000000000002,10,1,0,0,0.3652089890421113,1.0091104921508895,0
390,26,39.310000000000024,10,1,0,0,0.36484378005306917,1.0084467225958014,0
391,11,-24.84,0,0,0,0,0.3644789362730161,1.0077832044238997,0
392,28,61.49000000000003,10,1,0,0,0.3641144573367431,1.0071199379659257,0
393,46,69.89999999999998,10,1,0,0,0.36375034287940633,1.006456923551228,0
394,10,63.290000000000006,10,1,0,0,0.36338659253652694,1.0057941615077686,0
395,12,38.55000000000001,10,1,0,0,0.3630232059439904,1.0051316521621247,0
396,46,156.44999999999993,20,2,1,0,0.3626601827380464,1.0044693958394952,0
397,57,154.73999999999998,20,2,1,0,0.36229752255530834,1.0038073928637021,0
398,57,45.23000000000001,10,1,0,0,0.36193522503275305,1.0031456435571964,0
399,15,63.73000000000002,10,1,0,0,0.3615732898077203,1.0024841482410607,0
400,64,127.66999999999999,20,2,1,0,0.36121171651791256,1.001822907235014,0
401,13,62.45,10,1,0,0,0.36085050480139463,1.0011619208574158,0
402,31,63.90000000000004,10,1,0,0,0.36048965429659324,1.0005011894252689,0
403,69,56.88,10,1,0,0,0.36012916464229666,0.9998407132542235,0
404,52,160.84999999999994,20,2,1,0,0.3597690354776544,0.9991804926585828,0
405,39,43.28999999999996,10,1,0,0,0.35940926644217674,0.9985205279513041,0
406,15,37.93000000000001,10,1,0,0,0.35904985717573457,0.9978608194440051,0
407,47,581.3299999999999,30,3,1,1,0.35869080731855885,0.9972013674469663,0
408,15,128.42999999999998,20,2,1,0,0.3583321165112403,0.9965421722691359,0
409,55,133.41999999999996,20,2,1,0,0.35797378439472904,0.9958832342181315,0
410,29,66.91999999999999,10,1,0,0,0.3576158106103343,0.9952245536002473,0
411,54,131.47000000000006,20,2,1,0,0.357258194799724,0.9945661307204545,0
412,46,131.8,20,2,1,0,0.3569009366049243,0.9939079658824075,0
413,9,0.27999999999999997,10,1,0,0,0.3565440356683194,0.9932500593884459,0
414,25,150.43999999999997,20,2,1,0,0.35618749163265107,0.9925924115396001,0
415,11,-23.17,0,0,0,0,0.35583130414101843,0.9919350226355932,0
416,27,2.5599999999999996,0,0,0,0,0.3554754728368774,0.9912778929748463,0
417,16,39.07000000000002,10,1,0,0,0.35511999736404054,0.9906210228544804,0
418,29,42.939999999999976,10,1,0,0,0.3547648773666765,0.9899644125703224,0
419,28,42.01000000000001,10,1,0,0,0.3544101124893098,0.9893080624169072,0
420,58,45.29999999999998,10,1,0,0,0.3540557023768205,0.9886519726874818,0
421,62,41.84999999999998,10,1,0,0,0.35370164667444365,0.9879961436740086,0
422,19,39.15000000000002,10,1,0,0,0.35334794502776923,0.9873405756671702,0
423,12,38.00000000000001,10,1,0,0,0.35299459708274145,0.9866852689563719,0
424,14,60.320000000000014,10,1,0,0,0.3526416024856587,0.9860302238297456,0
425,61,579.3199999999999,30,3,1,1,0.352288960883173,0.9853754405741538,0
426,47,564.2299999999998,30,3,1,1,0.35193667192228983,0.9847209194751932,0
427,7,152.64999999999998,20,2,1,0,0.35158473525036754,0.9840666608171982,0
428,61,44.49999999999997,10,1,0,0,0.35123315051511717,0.9834126648832435,0
429,22,130.73999999999995,20,2,1,0,0.35088191736460206,0.98275893195515,0
430,42,132.39000000000001,20,2,1,0,0.35053103544723746,0.9821054623134859,0
431,20,155.98000000000002,30,3,1,1,0.3501805044117902,0.981452256237572,0
432,56,159.89999999999998,20,2,1,0,0.34983032390737845,0.9807993140054846,0
433,45,65.74000000000001,10,1,0,0,0.34948049358347105,0.9801466358940583,0
434,45,133.60000000000002,20,2,1,0,0.3491310130898876,0.9794942221788915,0
435,14,61.97000000000001,10,1,0,0,0.3487818820767977,0.9788420731343478,0
436,50,132.0,20,2,1,0,0.3484331001947209,0.9781901890335611,0
437,62,42.72999999999999,10,1,0,0,0.3480846670945262,0.9775385701484378,0
438,10,63.43000000000001,10,1,0,0,0.34773658242743166,0.9768872167496621,0
439,23,62.82000000000003,10,1,0,0,0.34738884584500423,0.9762361291066965,0
440,27,128.07999999999996,20,2,1,0,0.3470414569991592,0.9755853074877889,0
441,43,66.90000000000005,10,1,0,0,0.3466944155421601,0.974934752159973,0
442,58,131.71999999999994,20,2,1,0,0.34634772112661794,0.974284463389074,0
443,24,153.51,20,2,1,0,0.3460013734054913,0.9736344414397108,0
444,27,63.76000000000003,10,1,0,0,0.3456553720320858,0.9729846865752987,0
445,16,63.760000000000026,10,1,0,0,0.3453097166600537,0.9723351990580553,0
446,13,1.0399999999999998,0,0,0,0,0.34496440694339364,0.9716859791490013,0
447,16,36.83000000000002,10,1,0,0,0.34461944253645027,0.971037027107966,0
448,11,0.10999999999999999,0,0,0,0,0.34427482309391383,0.9703883431935889,0
449,26,128.92000000000004,20,2,1,0,0.3439305482708199,0.9697399276633238,0
450,40,126.94000000000003,20,2,1,0,0.3435866177225491,0.9690917807734432,0
451,67,39.10000000000004,10,1,0,0,0.34324303110482657,0.9684439027790397,0
452,23,38.10000000000003,10,1,0,0,0.34289978807372173,0.9677962939340312,0
453,25,38.040000000000035,10,1,0,0,0.342556888285648,0.9671489544911626,0
454,26,64.18000000000004,10,1,0,0,0.34221433139736235,0.9665018847020106,0
455,47,132.38000000000002,20,2,1,0,0.341872117065965,0.965855084816986,0
456,17,129.82000000000005,20,2,1,0,0.341530244948899,0.9652085550853378,0
457,14,37.84000000000001,10,1,0,0,0.3411887147039501,0.9645622957551553,0
458,6,36.5,10,1,0,0,0.34084752598924617,0.9639163070733725,0
459,52,156.69000000000003,20,2,1,0,0.34050667846325694,0.9632705892857717,0
460,63,42.32999999999999,10,1,0,0,0.3401661717847937,0.9626251426369853,0
461,11,62.140000000000015,10,1,0,0,0.3398260056130089,0.9619799673704995,0
462,15,63.02000000000002,10,1,0,0,0.3394861796073959,0.9613350637286593,0
463,48,581.0099999999999,30,3,1,1,0.3391466934277885,0.960690431952669,0
464,10,62.76000000000001,10,1,0,0,0.33880754673436075,0.9600460722825974,0
465,28,129.25999999999996,20,2,1,0,0.3384687391876264,0.9594019849573803,0
466,61,573.4599999999998,30,3,1,1,0.33813027044843874,0.9587581702148241,0
467,9,151.83,20,2,1,0,0.3377921401779903,0.9581146282916082,0
468,11,-23.06,0,0,0,0,0.3374543480378123,0.9574713594232891,0
469,41,155.80000000000004,20,2,1,0,0.3371168936897745,0.9568283638443027,0
470,11,62.140000000000015,10,1,0,0,0.33677977679608473,0.9561856417879688,0
471,8,-22.779999999999998,0,0,0,0,0.33644299701928865,0.9555431934864926,0
472,39,134.23000000000005,20,2,1,0,0.33610655402226935,0.9549010191709693,0
473,9,36.94000000000001,10,1,0,0,0.3357704474682471,0.9542591190713858,0
474,13,127.91000000000003,20,2,1,0,0.33543467702077884,0.9536174934166257,0
475,11,-21.810000000000002,0,0,0,0,0.33509924234375804,0.9529761424344709,0
476,14,-21.52,0,0,0,0,0.3347641431014143,0.952335066351605,0
477,48,577.38,30,3,1,1,0.3344293789583129,0.9516942653936168,0
478,8,61.62000000000001,10,1,0,0,0.33409494957935454,0.9510537397850032,0
479,11,-21.73,0,0,0,0,0.33376085462977517,0.9504134897491727,0
480,12,61.070000000000014,10,1,0,0,0.3334270937751454,0.9497735155084476,0
481,28,128.87999999999997,20,2,1,0,0.33309366668137025,0.9491338172840674,0
482,24,60.37000000000001,10,1,0,0,0.33276057301468887,0.9484943952961926,0
483,29,66.89,10,1,0,0,0.3324278124416742,0.9478552497639067,0
484,51,129.55000000000007,20,2,1,0,0.3320953846292325,0.9472163809052199,0
485,11,37.87000000000002,10,1,0,0,0.33176328924460324,0.9465777889370718,0
486,10,37.04000000000001,10,1,0,0,0.33143152595535863,0.9459394740753352,0
487,25,63.98000000000003,10,1,0,0,0.33110009442940325,0.9453014365348176,0
488,23,130.49,20,2,1,0,0.33076899433497386,0.9446636765292655,0
489,59,130.01999999999987,20,2,1,0,0.3304382253406389,0.9440261942713672,0
490,54,125.40999999999997,20,2,1,0,0.33010778711529826,0.9433889899727557,0
491,25,-20.93,0,0,0,0,0.32977767932818297,0.9427520638440108,0
492,88,139.6199999999999,20,2,1,0,0.3294479016488548,0.9421154160946636,0
493,11,1.43,0,0,0,0,0.32911845374720594,0.9414790469331983,0
494,56,43.46000000000002,10,1,0,0,0.3287893352934587,0.940842956567056,0
495,18,63.010000000000026,10,1,0,0,0.32846054595816526,0.9402071452026364,0
496,28,129.56000000000003,20,2,1,0,0.3281320854122071,0.9395716130453029,0
497,48,156.35000000000002,30,3,1,1,0.3278039533267949,0.9389363602993827,0
498,51,129.44000000000003,20,2,1,0,0.3274761493734681,0.9383013871681725,0
499,25,150.49,20,2,1,0,0.32714867322409463,0.9376666938539393,0
500,49,135.67999999999995,20,2,1,0,0.32682152455087055,0.9370322805579241,0
501,19,154.72000000000003,20,2,1,0,0.32649470302631967,0.9363981474803456,0
502,33,-23.39,0,0,0,0,0.32616820832329335,0.9357642948204012,0
503,13,62.45000000000001,10,1,0,0,0.32584204011497003,0.9351307227762722,0
504,9,61.33000000000001,10,1,0,0,0.32551619807485505,0.9344974315451244,0
505,27,128.8,20,2,1,0,0.3251906818767802,0.9338644213231125,0
506,64,44.19000000000004,10,1,0,0,0.3248654911949034,0.9332316923053832,0
507,53,136.34,20,2,1,0,0.32454062570370845,0.9325992446860754,0
508,14,36.360000000000014,10,1,0,0,0.32421608507800476,0.9319670786583267,0
509,13,35.67,10,1,0,0,0.32389186899292677,0.9313351944142745,0
510,67,151.3899999999999,20,2,1,0,0.3235679771239338,0.9307035921450572,0
511,32,42.420000000000044,10,1,0,0,0.3232444091468099,0.9300722720408201,0
512,46,133.86999999999995,20,2,1,0,0.3229211647376631,0.9294412342907166,0
513,64,129.1499999999999,20,2,1,0,0.32259824357292544,0.9288104790829105,0
514,18,61.97000000000002,10,1,0,0,0.3222756453293525,0.9281800066045796,0
515,21,39.09000000000003,10,1,0,0,0.32195336968402316,0.9275498170419185,0
516,48,133.63,20,2,1,0,0.3216314163143391,0.9269199105801414,0
517,9,-21.74,0,0,0,0,0.32130978489802475,0.926290287403484,0
518,52,136.27999999999997,20,2,1,0,0.3209884751131267,0.9256609476952072,0
519,16,37.18000000000001,10,1,0,0,0.3206674866380136,0.9250318916375996,0
520,63,40.63000000000001,10,1,0,0,0.3203468191513756,0.9244031194119804,0
521,49,152.86999999999992,20,2,1,0,0.3200264723322242,0.9237746311987007,0
522,8,-22.53,0,0,0,0,0.319706445859892,0.9231464271771493,0
523,56,129.60999999999996,20,2,1,0,0.3193867394140321,0.9225185075257524,0
524,63,572.5699999999999,30,3,1,1,0.3190673526746181,0.9218908724219772,0
525,69,121.96999999999967,20,2,1,0,0.3187482853219435,0.9212635220423356,0
526,25,61.890000000000036,10,1,0,0,0.3184295370366215,0.9206364565623857,0
527,118,144.6899999999998,20,2,1,0,0.3181111074995849,0.9200096761567356,0
528,53,128.92999999999992,20,2,1,0,0.3177929963920853,0.919383180999044,0
529,58,160.55999999999992,20,2,1,0,0.31747520339569324,0.9187569712620258,0
530,55,157.14999999999995,20,2,1,0,0.31715772819229754,0.9181310471174526,0
531,122,166.19999999999985,20,2,1,0,0.31684057046410524,0.9175054087361558,0
532,41,152.76999999999992,20,2,1,0,0.31652372989364114,0.9168800562880299,0
533,44,134.93,20,2,1,0,0.3162072061637475,0.9162549899420338,0
534,9,61.75000000000001,10,1,0,0,0.3158909989575837,0.9156302098661959,0
535,30,130.17999999999995,20,2,1,0,0.31557510795862614,0.9150057162276136,0
536,50,579.81,30,3,1,1,0.31525953285066755,0.9143815091924583,0
537,64,157.6099999999999,20,2,1,0,0.3149442733178169,0.9137575889259767,0
538,9,151.96,20,2,1,0,0.3146293290444991,0.9131339555924941,0
539,38,133.72999999999996,20,2,1,0,0.31431469971545456,0.912510609355417,0
540,71,43.170000000000044,10,1,0,0,0.3140003850157391,0.911887550377235,0
541,29,153.6,20,2,1,0,0.3136863846307234,0.9112647788195242,0
542,48,132.5899999999999,20,2,1,0,0.31337269824609265,0.9106422948429488,0
543,50,136.1099999999999,20,2,1,0,0.31305932554784655,0.9100200986072651,0
544,51,135.21999999999997,20,2,1,0,0.3127462662222987,0.9093981902713226,0
545,41,131.04999999999995,20,2,1,0,0.3124335199560764,0.9087765699930676,0
546,8,127.31,20,2,1,0,0.3121210864361203,0.908155237929545,0
547,58,149.60999999999996,20,2,1,0,0.31180896534968416,0.907534194236901,0
548,24,152.39000000000001,20,2,1,0,0.3114971563843345,0.9069134390703864,0
549,27,115.63000000000001,20,2,1,0,0.31118565922795016,0.9062929725843575,0
550,50,157.51999999999998,20,2,1,0,0.3108744735687222,0.9056727949322811,0
551,23,62.900000000000006,10,1,0,0,0.3105635990951535,0.905052906266734,0
552,10,0.26,0,0,0,0,0.31025303549605837,0.9044333067394075,0
553,48,132.93999999999994,20,2,1,0,0.30994278246056234,0.9038139965011105,0
554,13,37.15000000000001,10,1,0,0,0.3096328396781018,0.9031949757017691,0
555,69,148.05999999999972,20,2,1,0,0.3093232068384237,0.9025762444904317,0
556,32,66.06000000000002,10,1,0,0,0.3090138836315853,0.9019578030152711,0
557,52,158.13999999999996,20,2,1,0,0.3087048697479537,0.9013396514235861,0
558,23,151.96999999999997,20,2,1,0,0.30839616487820576,0.9007217898618041,0
559,50,156.73999999999995,30,3,1,1,0.30808776871332755,0.900104218475484,0
560,50,156.23,20,2,1,0,0.3077796809446142,0.8994869374093191,0
561,12,125.37,20,2,1,0,0.3074719012636696,0.8988699468071376,0
562,50,580.1299999999999,30,3,1,1,0.3071644293624059,0.8982532468119071,0
563,28,130.46,20,2,1,0,0.3068572649330435,0.8976368375657368,0
564,26,3.460000000000001,0,0,0,0,0.3065504076681104,0.8970207192098781,0
565,31,128.38000000000002,20,2,1,0,0.3062438572604423,0.8964048918847293,0
566,32,155.27999999999992,20,2,1,0,0.3059376134031818,0.8957893557298364,0
567,43,156.17,20,2,1,0,0.3056316757897786,0.8951741108838963,0
568,18,38.40000000000002,10,1,0,0,0.30532604411398884,0.8945591574847591,0
569,23,127.37000000000003,20,2,1,0,0.30502071806987485,0.8939444956694301,0
570,49,579.2099999999999,30,3,1,1,0.304715697351805,0.8933301255740722,0
571,50,147.37999999999988,30,3,1,1,0.3044109816544532,0.8927160473340088,0
572,8,126.25999999999999,20,2,1,0,0.3041065706727987,0.8921022610837263,0
573,47,577.4699999999999,30,3,1,1,0.3038024641021259,0.8914887669568746,0
574,8,59.08000000000001,10,1,0,0,0.3034986616380238,0.8908755650862724,0
575,47,132.82,20,2,1,0,0.30319516297638577,0.8902626556039072,0
576,52,158.95999999999995,20,2,1,0,0.3028919678134094,0.8896500386409381,0
577,65,580.42,30,3,1,1,0.30258907584559597,0.8890377143276993,0
578,58,134.85999999999976,20,2,1,0,0.3022864867697504,0.8884256827937013,0
579,50,156.91999999999996,20,2,1,0,0.3019842002829806,0.8878139441676329,0
580,29,128.54,20,2,1,0,0.30168221608269763,0.8872024985773648,0
581,26,127.38999999999996,20,2,1,0,0.30138053386661495,0.886591346149951,0
582,44,132.33999999999992,20,2,1,0,0.3010791533327483,0.8859804870116312,0
583,16,128.29,20,2,1,0,0.30077807417941554,0.8853699212878328,0
584,7,61.95,10,1,0,0,0.3004772961052361,0.8847596491031745,0
585,12,127.42000000000002,20,2,1,0,0.3001768188091309,0.8841496705814669,0
586,14,36.750000000000014,10,1,0,0,0.29987664199032177,0.8835399858457158,0
587,40,132.02999999999992,20,2,1,0,0.29957676534833144,0.8829305950181239,0
588,43,575.67,30,3,1,1,0.29927718858298313,0.882321498220094,0
589,15,38.050000000000026,10,1,0,0,0.29897791139440016,0.8817126955722295,0
590,25,153.99,20,2,1,0,0.2986789334830058,0.8811041871943391,0
591,29,123.26999999999995,20,2,1,0,0.29838025454952277,0.8804959732054363,0
592,56,131.71999999999997,20,2,1,0,0.29808187429497324,0.879888053723744,0
593,12,127.62000000000002,20,2,1,0,0.29778379242067826,0.8792804288666951,0
594,12,37.94000000000002,10,1,0,0,0.2974860086282576,0.8786730987509359,0
595,43,576.26,30,3,1,1,0.2971885226196293,0.8780660634923274,0
596,7,126.58000000000001,20,2,1,0,0.2968913340970097,0.8774593232059473,0
597,54,127.38999999999999,20,2,1,0,0.2965944427629127,0.8768528780060945,0
598,27,40.910000000000025,10,1,0,0,0.29629784832014977,0.8762467280062878,0
599,63,573.2399999999998,30,3,1,1,0.29600155047182963,0.8756408733192708,0
600,7,126.28000000000002,20,2,1,0,0.2957055489213578,0.8750353140570126,0
601,43,157.23000000000005,30,3,1,1,0.2954098433724365,0.8744300503307111,0
602,26,572.3399999999999,30,3,1,1,0.295114433529064,0.8738250822507938,0
603,64,45.13000000000005,10,1,0,0,0.29481931909553494,0.8732204099269215,0
604,23,152.0,20,2,1,0,0.2945244997764394,0.8726160334679895,0
605,64,37.060000000000045,10,1,0,0,0.29422997527666295,0.87201195298213,0
606,49,577.51,30,3,1,1,0.2939357453013863,0.8714081685767135,0
607,63,133.25999999999974,20,2,1,0,0.2936418095560849,0.8708046803583532,0
608,67,71.94000000000008,10,1,0,0,0.2933481677465288,0.8702014884329038,0
609,50,160.87999999999994,20,2,1,0,0.29305481957878227,0.8695985929054666,0
610,11,152.26000000000002,20,2,1,0,0.29276176475920346,0.8689959938803898,0
611,10,61.13000000000001,10,1,0,0,0.2924690029944442,0.8683936914612718,0
612,47,134.32999999999993,20,2,1,0,0.29217653399144977,0.8677916857509625,0
613,58,130.94,20,2,1,0,0.29188435745745833,0.8671899768515657,0
614,32,128.7199999999999,20,2,1,0,0.29159247310000086,0.8665885648644409,0
615,73,134.27999999999977,20,2,1,0,0.29130088062690085,0.865987449890206,0
616,51,131.48000000000002,20,2,1,0,0.29100957974627395,0.8653866320287393,0
617,56,157.22,20,2,1,0,0.2907185701665277,0.8647861113791806,0
618,48,579.71,30,3,1,1,0.29042785159636114,0.8641858880399342,0
619,58,581.8899999999999,30,3,1,1,0.29013742374476476,0.8635859621086712,0
620,16,151.83999999999997,20,2,1,0,0.28984728632101997,0.8629863336823312,0
621,14,63.30000000000002,10,1,0,0,0.28955743903469894,0.862387002857124,0
622,45,134.65999999999985,20,2,1,0,0.28926788159566424,0.8617879697285316,0
623,64,123.51999999999978,20,2,1,0,0.2889786137140686,0.8611892343913113,0
624,60,38.44000000000001,10,1,0,0,0.2886896351003545,0.8605907969394968,0
625,51,135.38999999999996,20,2,1,0,0.28840094546525413,0.8599926574664001,0
626,34,158.10000000000008,20,2,1,0,0.2881125445197889,0.8593948160646143,0
627,53,134.32999999999998,20,2,1,0,0.28782443197526913,0.8587972728260156,0
628,54,131.77999999999994,20,2,1,0,0.28753660754329385,0.8582000278417644,0
629,50,131.07999999999993,20,2,1,0,0.2872490709357506,0.8576030812023079,0
630,32,129.12,20,2,1,0,0.28696182186481484,0.8570064329973822,0
631,19,38.29000000000002,10,1,0,0,0.28667486004295,0.8564100833160142,0
632,20,62.13000000000001,10,1,0,0,0.28638818518290704,0.8558140322465241,0
633,64,70.56999999999996,10,1,0,0,0.28610179699772414,0.8552182798765257,0
634,51,130.81000000000003,20,2,1,0,0.2858156952007264,0.8546228262929304,0
635,30,40.360000000000035,10,1,0,0,0.28552987950552566,0.8540276715819485,0
636,20,61.67000000000003,10,1,0,0,0.28524434962602013,0.8534328158290904,0
637,22,38.85000000000002,10,1,0,0,0.2849591052763941,0.8528382591191699,0
638,47,132.94,20,2,1,0,0.28467414617111775,0.8522440015363046,0
639,68,126.98999999999972,20,2,1,0,0.28438947202494663,0.8516500431639197,0
640,18,38.12000000000002,10,1,0,0,0.28410508255292166,0.8510563840847482,0
641,18,129.17000000000002,20,2,1,0,0.2838209774703687,0.8504630243808338,0
642,27,153.04999999999998,20,2,1,0,0.28353715649289835,0.8498699641335329,0
643,56,133.35999999999999,20,2,1,0,0.28325361933640547,0.8492772034235161,0
644,20,-24.29,0,0,0,0,0.2829703657170691,0.8486847423307706,0
645,24,129.29000000000002,20,2,1,0,0.282687395351352,0.8480925809346014,0
646,54,128.71999999999997,20,2,1,0,0.28240470795600064,0.8475007193136341,0
647,22,61.920000000000016,10,1,0,0,0.28212230324804466,0.8469091575458161,0
648,32,150.96,20,2,1,0,0.2818401809447966,0.8463178957084192,0
649,63,36.19000000000001,10,1,0,0,0.28155834076385183,0.845726933878041,0
650,48,131.14999999999992,20,2,1,0,0.28127678242308796,0.8451362721306064,0
651,16,128.48999999999998,20,2,1,0,0.2809955056406649,0.844545910541371,0
652,70,38.89999999999989,10,1,0,0,0.28071451013502424,0.843955849184921,0
653,55,157.95999999999998,20,2,1,0,0.28043379562488924,0.843366088135177,0
654,42,130.42999999999995,20,2,1,0,0.28015336182926437,0.8427766274653941,0
655,11,62.460000000000015,10,1,0,0,0.27987320846743513,0.8421874672481651,0
656,42,159.02999999999994,30,3,1,1,0.2795933352589677,0.8415986075554224,0
657,62,125.05000000000003,20,2,1,0,0.2793137419237087,0.8410100484584389,0
658,54,48.23000000000003,10,1,0,0,0.27903442818178503,0.8404217900278299,0
659,51,135.85999999999996,20,2,1,0,0.27875539375360325,0.8398338323335562,0
660,25,62.27,10,1,0,0,0.27847663835984965,0.8392461754449249,0
661,57,133.9799999999999,20,2,1,0,0.2781981617214898,0.8386588194305915,0
662,26,-21.46,0,0,0,0,0.27791996355976833,0.8380717643585612,0
663,41,155.36999999999995,20,2,1,0,0.2776420435962086,0.8374850102961926,0
664,26,4.130000000000001,0,0,0,0,0.2773644015526124,0.8368985573101969,0
665,56,134.39999999999992,20,2,1,0,0.27708703715105976,0.8363124054666414,0
666,62,66.40000000000002,10,1,0,0,0.2768099501139087,0.8357265548309516,0
667,63,70.57999999999998,10,1,0,0,0.27653314016379477,0.8351410054679114,0
668,23,129.23999999999995,20,2,1,0,0.276256607023631,0.8345557574416664,0
669,60,43.05000000000004,10,1,0,0,0.27598035041660735,0.8339708108157253,0
670,45,135.62999999999988,20,2,1,0,0.27570437006619075,0.8333861656529616,0
671,27,62.56000000000005,10,1,0,0,0.27542866569612456,0.8328018220156149,0
672,54,579.3299999999999,30,3,1,1,0.27515323703042843,0.8322177799652937,0
673,21,153.17999999999995,20,2,1,0,0.274878083793398,0.8316340395629763,0
674,14,39.71000000000001,10,1,0,0,0.2746032057096046,0.8310506008690132,0
675,55,159.3599999999999,20,2,1,0,0.274328602503895,0.8304674639431286,0
676,38,160.25999999999996,20,2,1,0,0.27405427390139114,0.829884628844422,0
677,12,37.52000000000002,10,1,0,0,0.2737802196274898,0.8293020956313701,0
678,49,135.14,20,2,1,0,0.2735064394078623,0.8287198643618295,0
679,32,150.40000000000003,20,2,1,0,0.2732329329684544,0.828137935093036,0
680,25,158.39999999999998,20,2,1,0,0.272959700035486,0.8275563078816094,0
681,62,47.75000000000007,10,1,0,0,0.2726867403354505,0.8269749827835531,0
682,11,61.66000000000001,10,1,0,0,0.27241405359511506,0.8263939598542565,0
683,13,38.95000000000002,10,1,0,0,0.27214163954151993,0.825813239148497,0
684,55,157.68999999999997,20,2,1,0,0.2718694979019784,0.8252328207204414,0
685,12,128.04000000000002,20,2,1,0,0.2715976284040764,0.8246527046236474,0
686,55,129.79999999999993,20,2,1,0,0.27132603077567236,0.8240728909110668,0
687,49,576.1899999999999,30,3,1,1,0.2710547047448967,0.8234933796350443,0
688,56,159.19999999999996,20,2,1,0,0.27078365004015176,0.8229141708473224,0
689,35,131.01000000000002,20,2,1,0,0.27051286639011163,0.8223352645990415,0
690,42,157.83,30,3,1,1,0.2702423535237215,0.821756660940741,0
691,12,126.14000000000001,20,2,1,0,0.26997211117019776,0.8211783599223625,0
692,13,38.770000000000024,10,1,0,0,0.26970213905902757,0.8206003615932507,0
693,48,137.01999999999995,20,2,1,0,0.26943243691996854,0.8200226660021552,0
694,12,36.540000000000006,10,1,0,0,0.2691630044830486,0.8194452731972326,0
695,15,34.900000000000006,10,1,0,0,0.26889384147856554,0.8188681832260463,0
696,20,37.65000000000002,10,1,0,0,0.268624947637087,0.8182913961355709,0
697,55,136.16999999999987,20,2,1,0,0.2683563226894499,0.8177149119721931,0
698,17,153.01000000000005,20,2,1,0,0.26808796636676047,0.8171387307817112,0
699,50,579.8499999999999,30,3,1,1,0.26781987840039373,0.8165628526093401,0
700,18,62.71000000000002,10,1,0,0,0.2675520585219933,0.8159872774997103,0
701,20,38.85000000000002,10,1,0,0,0.26728450646347135,0.815412005496871,0
702,25,64.16,10,1,0,0,0.2670172219570079,0.8148370366442914,0
703,32,128.52000000000004,20,2,1,0,0.2667502047350509,0.8142623709848615,0
704,58,155.24000000000004,20,2,1,0,0.26648345453031586,0.8136880085608957,0
705,48,157.1,30,3,1,1,0.2662169710757855,0.8131139494141326,0
706,10,37.31,10,1,0,0,0.26595075410470975,0.812540193585737,0
707,8,36.75,10,1,0,0,0.26568480335060507,0.8119667411163025,0
708,56,130.5199999999999,20,2,1,0,0.2654191185472545,0.8113935920458522,0
709,45,131.35000000000002,20,2,1,0,0.2651536994287072,0.8108207464138398,0
710,18,39.80000000000002,10,1,0,0,0.2648885457292785,0.8102482042591537,0
711,46,157.35,20,2,1,0,0.26462365718354924,0.8096759656201156,0
