episode,steps,total_reward,score,success,outcome,epsilon
53,9,-20.380975036621095,0,0,failed,0.9483548639781193
54,25,-1.02019189453125,0,0,failed,0.9474065091141411
55,8,-20.378072052001954,0,0,failed,0.946459102605027
56,13,-20.610362304687502,0,0,failed,0.9455126435024219
57,13,-0.47418695068359384,0,0,failed,0.9445671308589195
58,7,-0.24278588867187512,0,0,failed,0.9436225637280606
59,15,-0.67437255859375,0,0,failed,0.9426789411643326
60,27,-21.11915823364258,0,0,failed,0.9417362622231683
61,8,-20.31835189819336,0,0,failed,0.9407945259609451
62,19,-0.7668874511718752,0,0,failed,0.9398537314349842
63,10,-0.3813838500976564,0,0,failed,0.9389138777035492
64,9,-0.34792059326171887,0,0,failed,0.9379749638258457
65,5,-20.05,0,0,failed,0.9370369888620198
66,19,29.106609466552733,10,0,one_apple,0.9360999518731578
67,10,-0.4591975708007814,0,0,failed,0.9351638519212846
68,19,-0.9189297485351562,0,0,failed,0.9342286880693633
69,49,-2.2637712402343757,0,0,failed,0.933294459381294
70,23,-1.0575040283203123,0,0,failed,0.9323611649219127
71,7,-0.2,0,0,failed,0.9314288037569908
72,18,-20.73927996826172,0,0,failed,0.9304973749532338
73,22,-21.05171160888672,0,0,failed,0.9295668775782806
74,22,-1.00979248046875,0,0,failed,0.9286373107007023
75,33,-1.4931296997070316,0,0,failed,0.9277086733900016
76,17,-20.767143615722656,0,0,failed,0.9267809647166116
77,12,-20.417623809814454,0,0,failed,0.925854183751895
78,17,-0.727129150390625,0,0,failed,0.9249283295681431
79,26,-1.0999999999999999,0,0,failed,0.9240034012385749
80,19,-0.7097395629882812,0,0,failed,0.9230793978373364
81,6,-0.10598094177246095,0,0,failed,0.9221563184394991
82,9,-0.33097503662109384,0,0,failed,0.9212341621210596
83,19,-0.8553847045898437,0,0,failed,0.9203129279589385
84,6,-20.21577227783203,0,0,failed,0.9193926150309796
85,14,-20.728226959228515,0,0,failed,0.9184732224159486
86,13,-20.688431915283203,0,0,failed,0.9175547491935327
87,38,8.499730102539058,10,0,one_apple,0.9166371944443392
88,11,-20.55,0,0,failed,0.9157205572498949
89,30,-21.47410104370117,0,0,failed,0.914804836692645
90,43,-2.1374100952148445,0,0,failed,0.9138900318559524
91,8,29.599999999999998,10,0,one_apple,0.9129761418240965
92,21,-0.9,0,0,failed,0.9120631656822724
93,10,-20.414820556640628,0,0,failed,0.9111511025165902
94,20,-20.911699523925783,0,0,failed,0.9102399514140735
95,11,-0.4566375122070314,0,0,failed,0.9093297114626595
96,18,-20.821040588378906,0,0,failed,0.9084203817511969
97,25,-1.1265393676757816,0,0,failed,0.9075119613694457
98,32,-1.4690751953125003,0,0,failed,0.9066044494080763
99,12,-0.4822628784179688,0,0,failed,0.9056978449586682
100,54,7.418734893798813,10,0,one_apple,0.9047921471137096
101,32,-21.644619567871096,0,0,failed,0.9038873549665959
102,27,-21.42637048339844,0,0,failed,0.9029834676116293
103,11,-0.3270886840820313,0,0,failed,0.9020804841440176
104,18,-0.8610981445312502,0,0,failed,0.9011784036598737
105,9,-0.39365655517578135,0,0,failed,0.9002772252562138
106,10,-20.554258239746094,0,0,failed,0.8993769480309576
107,30,-21.379975006103518,0,0,failed,0.8984775710829266
108,19,-20.88855209350586,0,0,failed,0.8975790935118436
109,22,28.90353511047363,10,0,one_apple,0.8966815144183318
110,28,8.82303790283203,10,0,one_apple,0.8957848329039134
111,10,-20.44802410888672,0,0,failed,0.8948890480710096
112,24,-1.082798095703125,0,0,failed,0.8939941590229386
113,9,-20.33389358520508,0,0,failed,0.8931001648639156
114,30,-21.503131896972658,0,0,failed,0.8922070646990518
115,39,-1.8906585998535166,0,0,failed,0.8913148576343527
116,23,-0.9276804809570314,0,0,failed,0.8904235427767183
117,10,-0.3202499694824219,0,0,failed,0.8895331192339416
118,21,-20.92315853881836,0,0,failed,0.8886435861147077
119,32,-1.5597172546386724,0,0,failed,0.887754942528593
120,4,-0.1,0,0,failed,0.8868671875860644
121,38,28.11031268310546,10,0,one_apple,0.8859803203984784
122,21,-21.13249755859375,0,0,failed,0.88509434007808
123,26,28.82546112060546,10,0,one_apple,0.8842092457380019
124,21,-0.9939684753417969,0,0,failed,0.8833250364922639
125,12,-20.583845520019533,0,0,failed,0.8824417114557717
126,20,-21.10398486328125,0,0,failed,0.8815592697443159
127,21,-0.9999999999999999,0,0,failed,0.8806777104745716
128,17,-20.743353881835937,0,0,failed,0.8797970327640969
129,29,-21.6383835144043,0,0,failed,0.8789172357313328
130,8,-0.2822574157714845,0,0,failed,0.8780383184956015
131,52,7.574738464355445,10,0,one_apple,0.8771602801771059
132,19,-0.8690185546874999,0,0,failed,0.8762831198969288
133,17,-0.7165594482421874,0,0,failed,0.8754068367770318
134,23,-21.261292587280273,0,0,failed,0.8745314299402548
135,5,-20.150000000000002,0,0,failed,0.8736568985103146
136,27,8.775469238281243,10,0,one_apple,0.8727832416118043
137,40,-21.839331604003906,0,0,failed,0.8719104583701925
138,17,9.240436553955078,10,0,one_apple,0.8710385479118223
139,17,-20.842482696533203,0,0,failed,0.8701675093639105
140,10,-20.488564453125,0,0,failed,0.8692973418545467
141,43,-2.004818481445313,0,0,failed,0.8684280445126921
142,6,-20.114121231079103,0,0,failed,0.8675596164681794
143,10,-0.44292657470703134,0,0,failed,0.8666920568517111
144,14,-20.621849670410157,0,0,failed,0.8658253647948594
145,19,-0.8382396850585938,0,0,failed,0.8649595394300645
146,19,-0.9114841613769531,0,0,failed,0.8640945798906344
147,11,-0.3766652221679688,0,0,failed,0.8632304853107438
148,12,-0.6243545532226563,0,0,failed,0.862367254825433
149,10,-0.44537048339843754,0,0,failed,0.8615048875706075
150,27,-21.26173092651367,0,0,failed,0.8606433826830369
151,20,29.350204772949212,10,0,one_apple,0.8597827393003539
152,38,-22.035234008789065,0,0,failed,0.8589229565610536
153,23,-21.041324829101562,0,0,failed,0.8580640336044925
154,28,-21.1913955078125,0,0,failed,0.857205969570888
155,10,-0.4,0,0,failed,0.8563487636013172
156,10,-20.35,0,0,failed,0.8554924148377159
157,10,-20.449103393554687,0,0,failed,0.8546369224228781
158,16,9.434432983398434,10,0,one_apple,0.8537822855004553
159,7,-0.1856692810058594,10,0,one_apple,0.8529285032149548
160,23,-21.244949523925783,0,0,failed,0.8520755747117399
161,10,-0.4524963989257813,0,0,failed,0.8512234991370281
162,17,-0.7699055786132813,0,0,failed,0.8503722756378911
163,10,-0.2960013732910157,0,0,failed,0.8495219033622532
164,14,9.339619567871093,10,0,one_apple,0.8486723814588909
165,31,-1.643673248291016,0,0,failed,0.847823709077432
166,8,-0.36522106933593756,0,0,failed,0.8469758853683546
167,15,29.40913946533203,10,0,one_apple,0.8461289094829862
168,13,-0.48245922851562506,0,0,failed,0.8452827805735033
169,25,-1.1910363159179687,0,0,failed,0.8444374977929298
170,36,28.332511749267574,10,0,one_apple,0.8435930602951368
171,47,-22.243059204101563,0,0,failed,0.8427494672348417
172,12,-0.5719469604492189,0,0,failed,0.8419067177676068
173,23,-1.020881286621094,0,0,failed,0.8410648110498392
174,20,-0.8426428985595702,10,0,one_apple,0.8402237462387894
175,8,-20.35,0,0,failed,0.8393835224925505
176,8,-0.35556732177734374,0,0,failed,0.838544138970058
177,27,-1.1797920532226562,0,0,failed,0.8377055948310879
178,9,-20.51125802612305,0,0,failed,0.8368678892362568
179,27,28.934924865722653,10,0,one_apple,0.8360310213470206
180,21,9.045775390624996,10,0,one_apple,0.8351949903256736
181,9,-20.426764617919922,0,0,failed,0.8343597953353479
182,19,-20.776786193847656,0,0,failed,0.8335254355400126
183,40,-21.98618963623047,0,0,failed,0.8326919101044725
184,14,-0.5456911621093751,0,0,failed,0.831859218194368
185,16,-20.575370391845706,0,0,failed,0.8310273589761736
186,33,-21.39786801147461,0,0,failed,0.8301963316171974
187,12,-0.4359788818359376,0,0,failed,0.8293661352855802
188,26,-1.5747154235839844,0,0,failed,0.8285367691502946
189,58,-2.985806030273438,0,0,failed,0.8277082323811443
190,56,-22.59102478027344,0,0,failed,0.8268805241487632
191,18,-20.783020141601565,0,0,failed,0.8260536436246144
192,9,-0.1502354736328125,0,0,failed,0.8252275899809898
193,28,-1.355272399902344,0,0,failed,0.8244023623910088
194,7,-20.212971008300784,0,0,failed,0.8235779600286178
195,10,-20.419012451171877,0,0,failed,0.8227543820685892
196,25,-1.0627467041015626,0,0,failed,0.8219316276865206
197,19,-20.99044366455078,0,0,failed,0.8211096960588341
198,39,-1.6812782592773443,0,0,failed,0.8202885863627752
199,42,-22.085083648681643,0,0,failed,0.8194682977764125
200,12,29.58127781677246,10,0,one_apple,0.818648829478636
201,14,-0.6363805541992188,0,0,failed,0.8178301806491574
202,7,-20.272935028076173,0,0,failed,0.8170123504685082
203,18,-0.8401593627929689,0,0,failed,0.8161953381180397
204,26,-21.454508697509766,0,0,failed,0.8153791427799216
205,24,-1.2107794799804692,0,0,failed,0.8145637636371417
206,15,-20.77488088989258,0,0,failed,0.8137491998735046
207,24,29.19736880493163,20,1,complete,0.812935450673631
208,17,-20.672014404296874,0,0,failed,0.8121225152229574
209,28,-21.310071166992188,0,0,failed,0.8113103927077344
210,16,-20.560667541503907,0,0,failed,0.8104990823150267
211,16,-0.5859021301269531,0,0,failed,0.8096885832327116
212,31,-1.5546530151367193,0,0,failed,0.8088788946494789
213,29,-21.597030364990236,0,0,failed,0.8080700157548294
214,10,9.483329223632811,10,0,one_apple,0.8072619457390746
215,45,-2.034621612548829,0,0,failed,0.8064546837933355
216,29,-1.3389485778808594,0,0,failed,0.8056482291095421
217,50,7.697515930175779,10,0,one_apple,0.8048425808804326
218,10,-0.38159326171875,0,0,failed,0.8040377382995522
219,16,-0.7118098449707031,0,0,failed,0.8032337005612527
220,20,-20.924909423828126,0,0,failed,0.8024304668606914
221,12,-0.5173565063476562,0,0,failed,0.8016280363938307
222,23,-1.1388418579101562,0,0,failed,0.8008264083574369
223,8,-20.35,0,0,failed,0.8000255819490795
224,9,-0.5538491821289062,0,0,failed,0.7992255563671304
225,27,29.00848382568359,10,0,one_apple,0.7984263308107633
226,20,-21.07701693725586,0,0,failed,0.7976279044799526
227,11,-0.420869140625,0,0,failed,0.7968302765754727
228,32,-21.68523257446289,0,0,failed,0.7960334462988972
229,16,-20.653569091796875,0,0,failed,0.7952374128525983
230,35,-1.5997221679687506,0,0,failed,0.7944421754397457
231,28,-1.1920256042480468,0,0,failed,0.7936477332643059
232,59,7.160856063842772,10,0,one_apple,0.7928540855310416
233,22,-0.8901944274902345,0,0,failed,0.7920612314455105
234,9,-20.442759338378906,0,0,failed,0.7912691702140651
235,15,-20.81215026855469,0,0,failed,0.790477901043851
236,23,-21.08377276611328,0,0,failed,0.7896874231428072
237,9,-0.3869254150390625,0,0,failed,0.7888977357196644
238,30,-1.2957754821777345,0,0,failed,0.7881088379839447
239,19,-0.795216796875,10,0,one_apple,0.7873207291459607
240,10,-0.4448192138671875,0,0,failed,0.7865334084168147
241,19,-20.787448852539065,0,0,failed,0.7857468750083979
242,22,-1.0202554321289061,0,0,failed,0.7849611281333895
243,5,-20.150000000000002,0,0,failed,0.784176167005256
244,9,-0.30000000000000004,0,0,failed,0.7833919908382508
245,39,8.230661285400384,10,0,one_apple,0.7826085988474126
246,12,-0.5016346435546876,0,0,failed,0.7818259902485653
247,8,-20.25113311767578,0,0,failed,0.7810441642583167
248,17,9.167343017578125,10,0,one_apple,0.7802631200940584
249,12,-20.774820251464845,0,0,failed,0.7794828569739644
250,20,-21.272304321289063,0,0,failed,0.7787033741169904
251,11,-20.598379913330078,0,0,failed,0.7779246707428734
252,20,-20.889402038574218,0,0,failed,0.7771467460721305
253,11,-0.5,0,0,failed,0.7763695993260584
254,18,-0.8485600585937499,0,0,failed,0.7755932297267324
255,13,-0.2973786926269531,0,0,failed,0.7748176364970056
256,23,-1.1376079711914062,0,0,failed,0.7740428188605086
257,10,-0.44325720214843756,0,0,failed,0.7732687760416481
258,24,8.833268981933593,10,0,one_apple,0.7724955072656065
259,11,-0.5899600219726563,0,0,failed,0.7717230117583408
260,6,-0.1,10,0,one_apple,0.7709512887465825
261,9,-20.35,0,0,failed,0.7701803374578359
262,11,-0.4748453369140626,0,0,failed,0.7694101571203781
263,12,-0.6658917236328125,0,0,failed,0.7686407469632577
264,16,-20.749204223632812,0,0,failed,0.7678721062162944
265,7,29.70325268554687,10,0,one_apple,0.7671042341100781
266,42,27.84353051757812,10,0,one_apple,0.766337129875968
267,30,-21.467795043945312,0,0,failed,0.7655707927460921
268,12,-0.5421170043945314,0,0,failed,0.764805221953346
269,24,8.892132690429683,10,0,one_apple,0.7640404167313927
270,14,29.567858154296875,10,0,one_apple,0.7632763763146613
271,32,-21.517739715576173,0,0,failed,0.7625130999383466
272,51,-2.67301400756836,0,0,failed,0.7617505868384082
273,29,-1.2113887939453125,0,0,failed,0.7609888362515699
274,53,-22.757759185791016,0,0,failed,0.7602278474153183
275,6,9.784227722167968,10,0,one_apple,0.759467619567903
276,8,-20.300966613769532,0,0,failed,0.7587081519483351
277,47,27.48676385498046,10,0,one_apple,0.7579494437963867
278,21,-1.2032795715332034,0,0,failed,0.7571914943525904
279,15,-20.663609771728517,0,0,failed,0.7564343028582378
280,17,-0.7549535522460937,0,0,failed,0.7556778685553796
281,22,29.00700787353515,10,0,one_apple,0.7549221906868242
282,14,9.616008117675781,10,0,one_apple,0.7541672684961374
283,30,-1.230887145996094,0,0,failed,0.7534131012276413
284,19,-20.94859442138672,0,0,failed,0.7526596881264136
285,8,-20.247038177490236,0,0,failed,0.7519070284382872
286,25,-21.465062561035158,0,0,failed,0.7511551214098489
287,57,27.59112640380859,10,0,one_apple,0.750403966288439
288,19,-0.9698481445312501,0,0,failed,0.7496535623221505
289,16,-20.839583801269534,0,0,failed,0.7489039087598284
290,37,28.445349807739255,10,0,one_apple,0.7481550048510686
291,20,-0.9557388305664063,0,0,failed,0.7474068498462175
292,55,-22.48704205322266,0,0,failed,0.7466594429963713
293,8,29.867377807617185,10,0,one_apple,0.745912783553375
294,25,-21.217784057617187,0,0,failed,0.7451668707698216
295,10,-0.33097503662109384,0,0,failed,0.7444217038990517
296,14,29.33614642333984,10,0,one_apple,0.7436772821951526
297,42,-22.300943176269534,0,0,failed,0.7429336049129575
298,34,28.479889587402344,10,0,one_apple,0.7421906713080445
299,36,8.574291748046871,10,0,one_apple,0.7414484806367364
300,53,27.607278930664062,10,0,one_apple,0.7407070321560997
301,9,-20.29807525634766,0,0,failed,0.7399663251239436
302,4,-0.1,0,0,failed,0.7392263587988196
303,19,-20.878110290527346,0,0,failed,0.7384871324400207
304,18,-20.784068328857423,0,0,failed,0.7377486453075807
305,7,-20.29738818359375,0,0,failed,0.737010896662273
306,10,-0.3640917358398438,0,0,failed,0.7362738857656108
307,19,-1.0277070007324218,0,0,failed,0.7355376118798452
308,8,-20.35,0,0,failed,0.7348020742679654
309,35,-21.6983171081543,0,0,failed,0.7340672721936974
310,18,-0.9082639770507812,0,0,failed,0.7333332049215037
311,32,-1.4071743469238285,0,0,failed,0.7325998717165821
312,29,-21.57793362426758,0,0,failed,0.7318672718448656
313,18,29.131659515380857,10,0,one_apple,0.7311354045730207
314,54,-2.5349205322265638,0,0,failed,0.7304042691684477
315,11,-20.62531335449219,0,0,failed,0.7296738648992792
316,42,-21.915447387695313,0,0,failed,0.7289441910343799
317,24,-21.265863037109376,0,0,failed,0.7282152468433455
318,6,-20.150000000000002,0,0,failed,0.7274870315965022
319,34,-21.742732360839845,0,0,failed,0.7267595445649057
320,17,29.303962890624994,10,0,one_apple,0.7260327850203407
321,31,-1.473536804199219,0,0,failed,0.7253067522353204
322,22,9.0348384399414,10,0,one_apple,0.724581445483085
323,9,-20.45,0,0,failed,0.723856864037602
324,11,-0.42643969726562503,0,0,failed,0.7231330071735643
325,31,28.496648193359373,10,0,one_apple,0.7224098741663908
326,11,-20.56339813232422,0,0,failed,0.7216874642922244
327,44,-1.7709125366210943,0,0,failed,0.7209657768279322
328,19,-0.8928830566406252,0,0,failed,0.7202448110511043
329,49,28.076512329101558,10,0,one_apple,0.7195245662400531
330,18,-0.7716734619140625,0,0,failed,0.7188050416738131
331,10,-0.34212103271484384,0,0,failed,0.7180862366321393
332,10,-0.3809750366210939,0,0,failed,0.7173681503955072
333,27,28.553394927978513,10,0,one_apple,0.7166507822451117
334,16,9.165851196289061,10,0,one_apple,0.7159341314628666
335,27,28.588691223144522,10,0,one_apple,0.7152181973314037
336,15,9.450702392578123,10,0,one_apple,0.7145029791340722
337,23,28.947120788574217,10,0,one_apple,0.7137884761549381
338,46,8.0782928161621,10,0,one_apple,0.7130746876787832
339,9,-0.304079833984375,0,0,failed,0.7123616129911045
340,10,-20.35,0,0,failed,0.7116492513781133
341,8,-0.1316140441894531,10,0,one_apple,0.7109376021267352
342,23,8.977768615722649,10,0,one_apple,0.7102266645246085
343,43,28.02705014038085,10,0,one_apple,0.7095164378600839
344,24,8.851063690185546,10,0,one_apple,0.7088069214222238
345,17,-20.625050903320314,0,0,failed,0.7080981145008015
346,25,28.728252441406244,10,0,one_apple,0.7073900163863007
347,49,7.768012695312489,10,0,one_apple,0.7066826263699144
348,18,-21.068122802734376,0,0,failed,0.7059759437435444
349,23,-1.1967920837402346,0,0,failed,0.7052699677998009
350,45,-2.223013092041017,0,0,failed,0.704564697832001
351,9,-0.3166297607421876,0,0,failed,0.7038601331341691
352,53,-22.73146319580078,0,0,failed,0.7031562730010349
353,11,-20.52408233642578,0,0,failed,0.7024531167280339
354,30,-1.4421350708007818,0,0,failed,0.7017506636113059
355,29,-1.3269265136718753,0,0,failed,0.7010489129476946
356,30,28.675419281005855,10,0,one_apple,0.7003478640347469
357,39,-1.8423522949218754,0,0,failed,0.6996475161707122
358,19,-20.98065350341797,0,0,failed,0.6989478686545415
359,12,-0.5243903808593751,10,0,one_apple,0.698248920785887
360,17,29.164018493652343,10,0,one_apple,0.6975506718651011
361,11,-20.461591125488283,0,0,failed,0.6968531211932361
362,20,-1.1166758422851564,0,0,failed,0.6961562680720428
363,9,-20.412299621582033,0,0,failed,0.6954601118039707
364,13,-0.5547854003906251,0,0,failed,0.6947646516921667
365,10,-20.409381469726565,0,0,failed,0.6940698870404746
366,38,-1.8102822265625007,0,0,failed,0.6933758171534341
367,12,29.49066076660156,10,0,one_apple,0.6926824413362807
368,46,7.8186977233886665,10,0,one_apple,0.6919897588949444
369,6,-20.215212219238282,0,0,failed,0.6912977691360495
370,7,-20.18334912109375,0,0,failed,0.6906064713669134
371,20,-20.928052215576173,0,0,failed,0.6899158648955466
372,11,9.509298736572262,10,0,one_apple,0.689225949030651
373,10,-20.491746520996095,0,0,failed,0.6885367230816204
374,9,-20.418642639160158,0,0,failed,0.6878481863585387
375,28,-1.3907608032226566,0,0,failed,0.6871603381721801
376,13,-0.6663829956054688,0,0,failed,0.686473177834008
377,17,9.119032592773436,10,0,one_apple,0.685786704656174
378,17,-0.9297130737304689,0,0,failed,0.6851009179515178
379,14,9.468349609374997,10,0,one_apple,0.6844158170335664
380,14,9.584223724365234,10,0,one_apple,0.6837314012165328
381,27,-21.17819323730469,0,0,failed,0.6830476698153162
382,16,-20.801372497558596,0,0,failed,0.6823646221455009
383,118,23.860608215332007,10,0,one_apple,0.6816822575233553
384,26,-1.1945039672851563,0,0,failed,0.6810005752658319
385,33,28.50394909667968,10,0,one_apple,0.680319574690566
386,85,25.32993084716796,10,0,one_apple,0.6796392551158754
387,32,-1.4462063598632817,0,0,failed,0.6789596158607596
388,64,26.687558288574213,10,0,one_apple,0.6782806562448989
389,13,9.61835498046875,10,0,one_apple,0.677602375588654
390,41,28.129182373046866,10,0,one_apple,0.6769247732130653
391,20,-1.0283121337890624,0,0,failed,0.6762478484398523
392,28,-21.375098632812502,0,0,failed,0.6755716005914124
393,22,-21.017703231811524,0,0,failed,0.674896028990821
394,8,-20.350966613769533,0,0,failed,0.6742211329618302
395,24,-21.248400817871094,0,0,failed,0.6735469118288684
396,41,28.300885375976563,10,0,one_apple,0.6728733649170395
397,8,-20.387798950195315,0,0,failed,0.6722004915521225
398,32,-21.49477993774414,0,0,failed,0.6715282910605703
399,15,9.493239379882809,10,0,one_apple,0.6708567627695098
400,8,29.784432983398435,10,0,one_apple,0.6701859060067403
401,18,-20.874746826171876,0,0,failed,0.6695157201007336
402,28,-1.120220977783203,0,0,failed,0.6688462043806328
403,48,-2.324309143066407,10,0,one_apple,0.6681773581762521
404,46,27.891532653808582,10,0,one_apple,0.6675091808180759
405,9,-20.391291107177736,0,0,failed,0.6668416716372578
406,40,-21.766025329589844,0,0,failed,0.6661748299656206
407,37,28.423791717529294,10,0,one_apple,0.6655086551356549
408,7,-20.217363555908204,0,0,failed,0.6648431464805192
409,21,28.885153808593746,10,0,one_apple,0.6641783033340387
410,13,9.373880920410151,10,0,one_apple,0.6635141250307047
411,19,-0.8758094482421873,0,0,failed,0.662850610905674
412,31,-21.392783477783205,0,0,failed,0.6621877602947683
413,22,28.982622009277343,10,0,one_apple,0.6615255725344735
414,15,-0.48100494384765635,10,0,one_apple,0.660864046961939
415,13,29.35895376586914,10,0,one_apple,0.660203182914977
416,13,-20.64886022949219,0,0,failed,0.6595429797320621
417,29,-1.4601198120117196,0,0,failed,0.6588834367523301
418,29,-1.6236369934082036,0,0,failed,0.6582245533155777
419,14,29.43022033691406,10,0,one_apple,0.6575663287622622
420,15,-0.5670233764648438,10,0,one_apple,0.6569087624334999
421,21,-20.9547080078125,0,0,failed,0.6562518536710664
422,39,-2.091329467773438,0,0,failed,0.6555956018173954
423,10,-0.29006018066406253,0,0,failed,0.654940006215578
424,29,-1.325896667480469,0,0,failed,0.6542850662093624
425,11,-0.4,0,0,failed,0.6536307811431531
426,21,-21.153035400390625,0,0,failed,0.65297715036201
427,14,-0.40431652832031256,0,0,failed,0.6523241732116479
428,33,-21.89456646728516,0,0,failed,0.6516718490384363
429,15,9.430293640136718,10,0,one_apple,0.6510201771893979
430,17,-0.7,0,0,failed,0.6503691570122084
431,11,-20.525903228759766,0,0,failed,0.6497187878551962
432,15,-0.5337727661132813,0,0,failed,0.649069069067341
433,43,27.572315490722648,10,0,one_apple,0.6484199999982736
434,20,-0.8466452941894531,0,0,failed,0.6477715799982753
435,6,-0.1,0,0,failed,0.647123808418277
436,9,-20.468302856445312,0,0,failed,0.6464766846098587
437,16,-20.677614624023438,0,0,failed,0.6458302079252489
438,19,-21.000953247070314,0,0,failed,0.6451843777173236
439,25,8.993481933593749,10,0,one_apple,0.6445391933396063
440,32,-21.435903228759766,0,0,failed,0.6438946541462667
441,29,-1.2795400695800785,0,0,failed,0.6432507594921204
442,32,-1.5630547180175784,0,0,failed,0.6426075087326283
443,25,28.788689025878902,10,0,one_apple,0.6419649012238956
444,27,28.987191528320313,10,0,one_apple,0.6413229363226717
445,21,-20.98428619384766,0,0,failed,0.640681613386349
446,18,29.549999999999997,10,0,one_apple,0.6400409317729626
447,22,28.915484863281247,10,0,one_apple,0.6394008908411897
448,19,-20.916428985595704,0,0,failed,0.6387614899503485
449,21,-0.8322235107421876,0,0,failed,0.6381227284603982
450,19,-21.032867004394532,0,0,failed,0.6374846057319378
451,25,9.016466064453125,10,0,one_apple,0.6368471211262058
452,16,29.500143157958984,10,0,one_apple,0.6362102740050796
453,56,-2.9565659790039076,0,0,failed,0.6355740637310745
454,45,28.01731896972656,10,0,one_apple,0.6349384896673435
455,20,29.215245422363274,10,0,one_apple,0.6343035511776761
456,20,-0.9745303344726561,0,0,failed,0.6336692476264985
457,10,-0.3539832153320313,0,0,failed,0.6330355783788719
458,34,-21.53520315551758,0,0,failed,0.632402542800493
459,27,8.581703796386718,10,0,one_apple,0.6317701402576925
460,13,-0.6863805541992187,0,0,failed,0.6311383701174348
461,6,-0.1,10,0,one_apple,0.6305072317473174
462,37,28.273848327636713,10,0,one_apple,0.6298767245155701
463,21,-20.871777893066408,0,0,failed,0.6292468477910546
464,23,-21.099018981933593,0,0,failed,0.6286176009432635
465,25,8.935345367431637,10,0,one_apple,0.6279889833423202
466,19,9.2586123046875,10,0,one_apple,0.6273609943589779
467,14,9.404339599609374,10,0,one_apple,0.6267336333646188
468,19,-0.8150467529296876,0,0,failed,0.6261068997312542
469,10,29.558816162109373,10,0,one_apple,0.6254807928315229
470,12,9.460944305419918,10,0,one_apple,0.6248553120386914
471,5,-20.150000000000002,0,0,failed,0.6242304567266527
472,26,-21.203619750976564,0,0,failed,0.623606226269926
473,23,-21.13203466796875,0,0,failed,0.6229826200436561
474,15,-20.60256246948242,0,0,failed,0.6223596374236124
475,20,-0.897530242919922,0,0,failed,0.6217372777861888
476,10,-0.4599816284179687,0,0,failed,0.6211155405084027
