episode,steps,total_reward,score,success,epsilon,truncated
303,57,43.44999999999996,10,0,0.25847049635400676,0
304,6,-29.900000000000002,0,0,0.25821202585765274,0
305,66,7.350000000000006,10,0,0.2579538138317951,0
306,57,23.049999999999965,10,0,0.2576958600179633,0
307,13,-30.55,0,0,0.25743816415794535,0
308,57,23.100000000000005,10,0,0.2571807259937874,0
309,68,-40.500000000000014,10,0,0.2569235452677936,0
310,77,21.950000000000006,10,0,0.2566666217225258,0
311,71,17.650000000000016,10,0,0.2564099551008033,0
312,31,41.40000000000001,10,0,0.2561535451457025,0
313,73,-15.64999999999997,10,0,0.2558973916005568,0
314,60,3.5000000000000036,10,0,0.25564149420895627,0
315,57,7.650000000000009,10,0,0.2553858527147473,0
316,5,0.2,0,0,0.25513046686203256,0
317,72,41.39999999999988,10,0,0.2548753363951705,0
318,29,44.349999999999994,10,0,0.25462046105877534,0
319,65,-37.9,10,0,0.25436584059771655,0
320,28,94.34999999999998,10,0,0.2541114747571188,0
321,59,32.45,10,0,0.2538573632823617,0
322,62,-22.399999999999995,10,0,0.2536035059190793,0
323,29,49.69999999999999,10,0,0.25334990241316024,0
324,72,27.799999999999937,10,0,0.2530965525107471,0
325,70,-37.8000000000001,10,0,0.2528434559582363,0
326,60,2.3999999999999595,10,0,0.2525906125022781,0
327,43,63.64999999999999,10,0,0.25233802188977583,0
328,64,48.099999999999966,10,0,0.25208568386788605,0
329,77,30.150000000000002,10,0,0.2518335981840182,0
330,59,58.54999999999987,10,0,0.25158176458583414,0
331,60,15.400000000000023,10,0,0.2513301828212483,0
332,55,4.6500000000000234,10,0,0.25107885263842705,0
333,31,79.19999999999996,10,0,0.25082777378578863,0
334,75,3.799999999999997,0,0,0.25057694601200287,0
335,97,-35.999999999999986,10,0,0.2503263690659909,0
336,151,-57.05000000000004,10,0,0.2500760426969249,0
337,28,39.35,10,0,0.249825966654228,0
338,60,43.599999999999966,10,0,0.24957614068757375,0
339,39,79.29999999999995,10,0,0.24932656454688618,0
340,64,62.699999999999946,10,0,0.2490772379823393,0
341,74,25.100000000000012,10,0,0.24882816074435696,0
342,93,71.09999999999982,10,0,0.2485793325836126,0
343,40,49.099999999999966,10,0,0.24833075325102896,0
344,27,56.55000000000001,10,0,0.24808242249777793,0
345,34,79.14999999999996,10,0,0.24783434007528016,0
346,109,42.04999999999984,10,0,0.24758650573520488,0
347,101,-14.049999999999997,10,0,0.24733891922946968,0
348,30,49.199999999999974,10,0,0.24709158031024023,0
349,67,-6.2000000000000615,10,0,0.24684448872992998,0
350,28,60.39999999999998,10,0,0.24659764424120004,0
351,27,64.34999999999998,10,0,0.24635104659695883,0
352,27,64.85,10,0,0.24610469555036188,0
353,29,49.3,10,0,0.24585859085481152,0
354,103,39.00000000000004,10,0,0.2456127322639567,0
355,29,64.34999999999995,10,0,0.24536711953169274,0
356,5,0.2,0,0,0.24512175241216105,0
357,31,19.049999999999986,10,0,0.2448766306597489,0
358,30,49.499999999999986,10,0,0.24463175402908915,0
359,57,8.000000000000036,10,0,0.24438712227506007,0
360,26,49.8,10,0,0.244142735152785,0
361,28,64.29999999999997,10,0,0.24389859241763223,0
362,30,-20.799999999999997,10,0,0.2436546938252146,0
363,28,49.29999999999998,10,0,0.2434110391313894,0
364,61,48.1,10,0,0.243167628092258,0
365,31,49.049999999999955,10,0,0.24292446046416574,0
366,30,60.3,10,0,0.24268153600370157,0
367,30,60.199999999999974,10,0,0.24243885446769786,0
368,5,0.2,0,0,0.24219641561323016,0
369,28,9.3,10,0,0.24195421919761692,0
370,30,64.29999999999997,10,0,0.2417122649784193,0
371,30,49.29999999999998,10,0,0.24147055271344087,0
372,26,19.699999999999985,10,0,0.24122908216072741,0
373,35,-14.150000000000002,10,0,0.24098785307856668,0
374,34,93.94999999999996,10,0,0.2407468652254881,0
375,5,0.2,0,0,0.24050611836026262,0
376,55,-6.949999999999989,10,0,0.24026561224190235,0
377,68,23.799999999999994,10,0,0.24002534662966044,0
378,27,49.54999999999998,10,0,0.23978532128303076,0
379,61,68.69999999999995,10,0,0.23954553596174774,0
380,31,29.4,10,0,0.23930599042578599,0
381,34,45.099999999999966,10,0,0.2390666844353602,0
382,30,34.0,10,0,0.23882761775092484,0
383,70,62.499999999999915,10,0,0.2385887901331739,0
384,33,48.94999999999996,10,0,0.23835020134304075,0
385,63,58.449999999999974,10,0,0.2381118511416977,0
386,78,-24.000000000000014,10,0,0.237873739290556,0
387,38,63.79999999999997,10,0,0.23763586555126545,0
388,37,25.050000000000008,10,0,0.2373982296857142,0
389,32,79.14999999999995,10,0,0.23716083145602848,0
390,70,-32.39999999999999,10,0,0.23692367062457245,0
391,71,-36.65000000000001,10,0,0.23668674695394787,0
392,33,59.999999999999986,10,0,0.2364500602069939,0
393,69,44.049999999999955,10,0,0.2362136101467869,0
394,31,29.350000000000005,10,0,0.23597739653664013,0
395,34,-0.6999999999999957,10,0,0.2357414191401035,0
396,77,-17.899999999999977,10,0,0.2355056777209634,0
397,70,47.39999999999988,10,0,0.23527017204324244,0
398,73,-7.8000000000000185,10,0,0.2350349018711992,0
399,29,49.24999999999997,10,0,0.23479986696932797,0
400,9,19.849999999999998,10,0,0.23456506710235864,0
401,38,25.099999999999998,10,0,0.23433050203525627,0
402,29,14.449999999999985,10,0,0.23409617153322101,0
403,33,59.300000000000004,10,0,0.2338620753616878,0
404,35,4.999999999999998,10,0,0.2336282132863261,0
405,41,8.900000000000006,10,0,0.23339458507303978,0
406,5,0.2,0,0,0.23316119048796674,0
407,12,19.999999999999996,10,0,0.23292802929747877,0
408,31,20.299999999999994,10,0,0.2326951012681813,0
409,9,-0.19999999999999996,10,0,0.2324624061669131,0
410,32,64.14999999999996,10,0,0.23222994376074618,0
411,44,-6.300000000000004,10,0,0.23199771381698545,0
412,30,5.550000000000002,10,0,0.23176571610316846,0
413,29,-10.649999999999991,10,0,0.23153395038706528,0
414,66,43.299999999999955,10,0,0.23130241643667823,0
415,59,-12.150000000000002,10,0,0.23107111402024155,0
416,77,-45.79999999999996,10,0,0.23084004290622132,0
417,27,49.44999999999999,10,0,0.2306092028633151,0
418,73,-3.549999999999976,10,0,0.2303785936604518,0
419,35,43.4,10,0,0.23014821506679134,0
420,55,28.050000000000022,10,0,0.22991806685172456,0
421,72,92.24999999999996,10,0,0.22968814878487284,0
422,73,88.19999999999995,10,0,0.22945846063608796,0
423,71,29.400000000000013,10,0,0.22922900217545186,0
424,31,79.19999999999999,10,0,0.2289997731732764,0
425,77,0.10000000000000657,10,0,0.22877077340010313,0
426,7,2.7755575615628914e-17,0,0,0.22854200262670302,0
427,33,90.19999999999997,10,0,0.22831346062407631,0
428,77,83.69999999999989,10,0,0.22808514716345224,0
429,36,59.25,10,0,0.22785706201628877,0
430,84,-33.79999999999998,10,0,0.2276292049542725,0
431,34,64.25,10,0,0.2274015757493182,0
432,34,29.15000000000001,10,0,0.2271741741735689,0
433,57,-32.54999999999998,10,0,0.22694699999939533,0
434,105,-1.7499999999999822,10,0,0.22672005299939593,0
435,34,34.95,10,0,0.22649333294639654,0
436,34,29.049999999999994,10,0,0.22626683961345015,0
437,62,-42.4,10,0,0.2260405727738367,0
438,71,52.199999999999875,10,0,0.22581453220106287,0
439,38,64.24999999999999,10,0,0.22558871766886182,0
440,39,14.099999999999998,10,0,0.22536312895119295,0
441,30,25.35,10,0,0.22513776582224176,0
442,35,-5.149999999999995,10,0,0.2249126280564195,0
443,31,15.74999999999999,10,0,0.2246877154283631,0
444,57,2.9499999999999424,10,0,0.22446302771293475,0
445,100,21.00000000000001,10,0,0.22423856468522183,0
446,32,79.24999999999997,10,0,0.2240143261205366,0
447,56,8.999999999999982,10,0,0.22379031179441605,0
448,63,38.34999999999998,10,0,0.22356652148262163,0
449,57,57.999999999999886,10,0,0.223342954961139,0
450,34,39.25,10,0,0.2231196120061779,0
451,56,80.54999999999998,10,0,0.2228964923941717,0
452,57,8.300000000000002,10,0,0.22267359590177752,0
453,54,-20.19999999999999,10,0,0.22245092230587574,0
454,62,62.59999999999998,10,0,0.22222847138356985,0
455,60,42.29999999999997,10,0,0.2220062429121863,0
456,77,68.19999999999992,10,0,0.2217842366692741,0
457,64,8.099999999999984,10,0,0.22156245243260483,0
458,76,71.8499999999999,10,0,0.22134088998017223,0
459,58,48.7499999999999,10,0,0.22111954909019207,0
460,75,17.25000000000001,10,0,0.2208984295411019,0
461,81,-6.1500000000000306,10,0,0.2206775311115608,0
462,64,-17.8,0,0,0.22045685358044922,0
463,75,-3.949999999999992,10,0,0.2202363967268688,0
464,77,39.30000000000004,10,0,0.22001616033014193,0
465,58,15.899999999999988,10,0,0.21979614416981177,0
466,58,28.100000000000012,10,0,0.21957634802564197,0
467,56,34.69999999999993,10,0,0.21935677167761633,0
468,77,53.10000000000002,10,0,0.21913741490593872,0
469,35,45.2,10,0,0.21891827749103276,0
470,58,4.049999999999995,10,0,0.21869935921354172,0
471,56,-31.59999999999999,10,0,0.21848065985432819,0
472,57,28.850000000000005,10,0,0.21826217919447385,0
473,27,79.59999999999998,10,0,0.2180439170152794,0
474,25,-0.649999999999995,10,0,0.21782587309826412,0
475,24,49.75,10,0,0.21760804722516586,0
476,28,49.499999999999986,10,0,0.21739043917794068,0
477,68,-42.999999999999986,10,0,0.21717304873876275,0
478,39,78.89999999999995,10,0,0.216955875690024,0
479,33,63.949999999999946,10,0,0.216738919814334,0
480,24,-0.09999999999999787,10,0,0.21652218089451966,0
481,28,79.44999999999997,10,0,0.21630565871362514,0
482,8,-15.100000000000001,0,0,0.2160893530549115,0
483,35,89.79999999999997,10,0,0.21587326370185658,0
484,29,79.6,10,0,0.21565739043815474,0
485,30,9.400000000000002,10,0,0.21544173304771658,0
486,28,40.5,10,0,0.21522629131466886,0
487,59,47.64999999999985,10,0,0.21501106502335418,0
488,26,29.40000000000001,10,0,0.21479605395833082,0
489,68,58.699999999999946,10,0,0.2145812579043725,0
490,77,18.999999999999954,10,0,0.2143666766464681,0
491,30,-4.799999999999997,10,0,0.21415230996982165,0
492,69,37.3,10,0,0.21393815765985183,0
493,51,63.44999999999996,10,0,0.21372421950219198,0
494,86,-73.69999999999997,10,0,0.21351049528268978,0
495,56,-54.19999999999999,10,0,0.21329698478740708,0
496,35,29.100000000000005,10,0,0.21308368780261966,0
497,84,252.29999999999998,20,1,0.21287060411481704,0
498,60,3.5000000000000107,10,0,0.21265773351070222,0
499,71,3.1500000000000163,10,0,0.21244507577719152,0
500,62,27.90000000000001,10,0,0.21223263070141432,0
501,35,-11.099999999999994,10,0,0.2120203980707129,0
502,63,8.049999999999915,10,0,0.21180837767264218,0
503,34,-11.049999999999995,10,0,0.21159656929496953,0
504,33,49.49999999999999,10,0,0.21138497272567455,0
505,33,79.09999999999997,10,0,0.21117358775294887,0
506,41,49.24999999999997,10,0,0.21096241416519593,0
507,32,259.4,20,1,0.21075145175103074,0
508,43,258.85,20,1,0.2105407002992797,0
509,35,48.94999999999998,10,0,0.21033015959898044,0
510,33,29.4,10,0,0.21011982943938146,0
511,65,78.59999999999998,10,0,0.20990970960994207,0
512,34,-50.099999999999994,10,0,0.20969979990033213,0
513,60,42.25,10,0,0.20949010010043181,0
514,58,50.65000000000002,10,0,0.20928061000033138,0
515,60,177.70000000000002,20,1,0.20907132939033105,0
516,33,29.149999999999995,10,0,0.20886225806094072,0
517,57,62.999999999999986,10,0,0.20865339580287978,0
518,61,12.649999999999995,10,0,0.2084447424070769,0
519,61,57.90000000000002,10,0,0.2082362976646698,0
520,35,43.899999999999984,10,0,0.20802806136700513,0
521,6,-29.900000000000002,0,0,0.20782003330563814,0
522,44,250.8,20,1,0.2076122132723325,0
523,64,92.74999999999997,20,1,0.20740460105906017,0
524,33,-1.0499999999999936,10,0,0.2071971964580011,0
