episode,steps,total_reward,score,success,epsilon,truncated
525,34,29.049999999999997,10,0,0.2069899992615431,0
526,64,37.25000000000002,10,0,0.20678300926228155,0
527,74,92.14999999999996,10,0,0.20657622625301927,0
528,34,-1.199999999999985,10,0,0.20636965002676624,0
529,34,18.799999999999994,10,0,0.20616328037673948,0
530,33,25.000000000000014,10,0,0.20595711709636275,0
531,57,-56.55,10,0,0.20575115997926638,0
532,26,259.4,20,1,0.20554540881928712,0
533,55,43.04999999999997,10,0,0.20533986341046784,0
534,61,278.04999999999995,20,1,0.20513452354705736,0
535,98,41.19999999999982,10,0,0.2049293890235103,0
536,65,80.8,10,0,0.2047244596344868,0
537,63,88.29999999999998,20,1,0.2045197351748523,0
538,55,4.750000000000011,10,0,0.20431521543967746,0
539,63,47.349999999999966,10,0,0.20411090022423778,0
540,62,48.29999999999994,10,0,0.20390678932401354,0
541,34,48.849999999999994,10,0,0.20370288253468952,0
542,32,254.5,20,1,0.20349917965215483,0
543,31,48.95,10,0,0.20329568047250268,0
544,59,93.29999999999997,10,0,0.20309238479203018,0
545,30,19.199999999999992,10,0,0.20288929240723816,0
546,56,42.849999999999994,10,0,0.2026864031148309,0
547,65,47.949999999999974,10,0,0.20248371671171608,0
548,28,49.29999999999998,10,0,0.20228123299500436,0
549,66,8.84999999999998,10,0,0.20207895176200935,0
550,57,51.40000000000002,10,0,0.20187687281024735,0
551,38,48.799999999999955,10,0,0.2016749959374371,0
552,96,72.54999999999991,10,0,0.20147332094149967,0
553,28,39.55000000000001,20,1,0.20127184762055816,0
554,141,-40.04999999999997,10,0,0.2010705757729376,0
555,56,39.85000000000001,10,0,0.20086950519716468,0
556,58,93.14999999999998,10,0,0.20066863569196752,0
557,51,63.24999999999997,10,0,0.20046796705627556,0
558,77,-11.999999999999984,10,0,0.2002674990892193,0
559,77,6.949999999999999,10,0,0.20006723159013007,0
560,67,42.74999999999994,10,0,0.19986716435853993,0
561,70,62.699999999999974,10,0,0.1996672971941814,0
562,107,5.850000000000005,10,0,0.19946762989698721,0
563,59,272.74999999999994,20,1,0.19926816226709024,0
564,61,12.449999999999992,10,0,0.19906889410482315,0
565,56,32.79999999999998,10,0,0.19886982521071833,0
566,47,63.44999999999999,10,0,0.1986709553855076,0
567,61,-2.649999999999995,10,0,0.1984722844301221,0
568,96,-57.45000000000001,10,0,0.19827381214569198,0
569,83,42.24999999999994,10,0,0.1980755383335463,0
570,46,43.400000000000006,10,0,0.19787746279521276,0
571,46,259.0,20,1,0.19767958533241756,0
572,34,25.150000000000002,10,0,0.19748190574708513,0
573,39,79.09999999999994,10,0,0.19728442384133804,0
574,61,62.749999999999986,10,0,0.1970871394174967,0
575,60,62.349999999999994,10,0,0.1968900522780792,0
576,76,-11.999999999999972,10,0,0.19669316222580113,0
577,40,278.69999999999993,20,1,0.19649646906357532,0
578,62,92.24999999999994,20,1,0.19629997259451173,0
579,82,47.09999999999995,10,0,0.19610367262191722,0
580,28,79.44999999999999,10,0,0.1959075689492953,0
581,77,29.00000000000003,10,0,0.195711661380346,0
582,72,11.400000000000002,10,0,0.19551594971896566,0
583,47,48.249999999999986,10,0,0.19532043376924668,0
584,78,72.34999999999995,10,0,0.19512511333547744,0
585,63,-8.049999999999994,10,0,0.19492998822214197,0
586,36,78.74999999999997,10,0,0.19473505823391982,0
587,64,92.64999999999995,20,1,0.1945403231756859,0
588,46,63.29999999999998,10,0,0.19434578285251022,0
589,49,43.04999999999997,10,0,0.1941514370696577,0
590,62,-31.899999999999988,10,0,0.19395728563258804,0
591,63,57.80000000000001,20,1,0.19376332834695545,0
592,85,291.04999999999984,20,1,0.1935695650186085,0
593,60,42.99999999999997,10,0,0.19337599545358988,0
594,87,6.550000000000015,10,0,0.1931826194581363,0
595,7,2.7755575615628914e-17,0,0,0.19298943683867817,0
596,77,-10.899999999999991,10,0,0.1927964474018395,0
597,26,29.299999999999997,10,0,0.19260365095443766,0
598,54,257.7,20,1,0.1924110473034832,0
599,73,62.349999999999966,10,0,0.19221863625617974,0
600,62,12.799999999999994,10,0,0.19202641761992356,0
601,32,259.2,20,1,0.19183439120230364,0
602,48,63.09999999999998,10,0,0.19164255681110134,0
603,28,60.499999999999986,10,0,0.19145091425429026,0
604,27,25.650000000000002,10,0,0.19125946334003596,0
605,77,11.100000000000026,10,0,0.19106820387669593,0
606,57,-6.850000000000001,10,0,0.19087713567281922,0
607,70,33.65000000000001,10,0,0.1906862585371464,0
608,72,3.100000000000005,10,0,0.19049557227860925,0
609,76,-55.900000000000006,10,0,0.19030507670633065,0
610,33,34.249999999999986,10,0,0.1901147716296243,0
611,71,-13.349999999999987,10,0,0.1899246568579947,0
612,41,43.84999999999998,10,0,0.1897347322011367,0
613,32,29.250000000000004,10,0,0.18954499746893558,0
614,77,-3.949999999999971,10,0,0.18935545247146665,0
615,68,31.599999999999998,10,0,0.18916609701899517,0
616,58,73.34999999999997,10,0,0.18897693092197618,0
617,34,49.24999999999999,10,0,0.1887879539910542,0
618,34,24.950000000000006,10,0,0.18859916603706314,0
619,34,25.049999999999997,10,0,0.1884105668710261,0
620,35,75.09999999999998,10,0,0.18822215630415506,0
621,57,48.04999999999991,10,0,0.1880339341478509,0
622,34,63.949999999999996,10,0,0.18784590021370307,0
623,68,30.85000000000003,10,0,0.18765805431348936,0
624,45,278.3499999999999,20,1,0.1874703962591759,0
625,31,79.29999999999997,10,0,0.1872829258629167,0
626,33,25.2,10,0,0.18709564293705377,0
627,28,49.44999999999999,10,0,0.1869085472941167,0
628,33,25.100000000000005,10,0,0.1867216387468226,0
629,48,48.3,10,0,0.18653491710807577,0
630,28,59.35000000000001,20,1,0.1863483821909677,0
631,28,75.24999999999997,20,1,0.18616203380877672,0
632,33,218.75,20,1,0.18597587177496794,0
633,24,49.69999999999999,10,0,0.18578989590319298,0
634,28,79.24999999999997,20,1,0.18560410600728977,0
635,29,279.04999999999995,20,1,0.18541850190128248,0
636,46,278.4999999999999,20,1,0.1852330833993812,0
637,35,36.8,10,0,0.1850478503159818,0
638,28,59.250000000000014,20,1,0.18486280246566583,0
639,39,93.99999999999996,20,1,0.18467793966320017,0
640,33,-2.149999999999988,10,0,0.18449326172353697,0
641,34,28.90000000000001,10,0,0.18430876846181343,0
642,65,48.549999999999955,10,0,0.18412445969335162,0
643,43,278.24999999999994,20,1,0.18394033523365827,0
644,17,49.8,10,0,0.1837563948984246,0
645,38,258.6,20,1,0.18357263850352618,0
646,24,49.599999999999994,10,0,0.18338906586502265,0
647,46,28.300000000000008,10,0,0.18320567679915764,0
648,35,18.949999999999992,10,0,0.18302247112235848,0
649,27,74.59999999999998,20,1,0.1828394486512361,0
650,33,75.39999999999996,20,1,0.18265660920258486,0
651,77,-25.999999999999993,10,0,0.18247395259338228,0
652,33,49.1,10,0,0.1822914786407889,0
653,43,28.95,10,0,0.1821091871621481,0
654,31,94.29999999999997,10,0,0.18192707797498595,0
655,30,279.09999999999997,20,1,0.18174515089701096,0
656,41,274.65,20,1,0.18156340574611396,0
657,59,77.69999999999989,10,0,0.18138184234036783,0
658,49,48.34999999999992,10,0,0.18120046049802746,0
659,31,49.24999999999997,10,0,0.18101926003752944,0
660,41,278.84999999999997,20,1,0.18083824077749192,0
661,32,294.09999999999997,20,1,0.18065740253671442,0
662,31,279.04999999999995,20,1,0.1804767451341777,0
663,36,94.24999999999999,10,0,0.1802962683890435,0
664,38,279.0,20,1,0.18011597212065444,0
665,31,279.04999999999995,20,1,0.1799358561485338,0
666,66,62.39999999999989,10,0,0.17975592029238527,0
667,33,59.10000000000001,10,0,0.1795761643720929,0
668,17,49.79999999999999,10,0,0.1793965882077208,0
669,63,77.6999999999999,20,1,0.17921719161951308,0
670,57,31.900000000000038,10,0,0.17903797442789357,0
671,27,-0.14999999999999503,10,0,0.17885893645346568,0
672,27,49.44999999999999,10,0,0.1786800775170122,0
673,32,49.34999999999999,10,0,0.1785013974394952,0
674,40,78.84999999999997,20,1,0.1783228960420557,0
675,8,-15.100000000000001,0,0,0.17814457314601365,0
676,40,79.04999999999997,20,1,0.17796642857286762,0
677,27,9.549999999999994,10,0,0.17778846214429475,0
678,33,278.94999999999993,20,1,0.17761067368215044,0
679,26,49.499999999999986,10,0,0.17743306300846828,0
680,27,9.449999999999992,10,0,0.17725562994545982,0
681,31,278.94999999999993,20,1,0.17707837431551435,0
682,32,54.25,10,0,0.17690129594119883,0
683,30,49.2,10,0,0.17672439464525763,0
684,59,38.64999999999995,10,0,0.17654767025061238,0
685,39,74.29999999999995,20,1,0.17637112258036178,0
686,31,255.15,20,1,0.1761947514577814,0
687,28,79.64999999999999,10,0,0.17601855670632363,0
688,30,-24.799999999999986,10,0,0.1758425381496173,0
689,50,58.55000000000002,10,0,0.1756666956114677,0
690,64,78.04999999999993,20,1,0.17549102891585622,0
691,39,78.79999999999998,10,0,0.17531553788694035,0
692,81,-8.849999999999966,10,0,0.1751402223490534,0
693,33,29.300000000000004,10,0,0.17496508212670436,0
694,28,75.44999999999999,10,0,0.17479011704457767,0
695,72,16.650000000000034,10,0,0.1746153269275331,0
696,31,49.199999999999996,10,0,0.17444071160060556,0
697,30,45.19999999999999,10,0,0.17426627088900495,0
698,30,19.299999999999986,10,0,0.17409200461811594,0
699,49,44.34999999999998,10,0,0.17391791261349782,0
700,78,47.299999999999926,10,0,0.1737439947008843,0
701,75,33.149999999999906,10,0,0.17357025070618343,0
702,31,258.95,20,1,0.17339668045547724,0
703,32,40.150000000000006,10,0,0.17322328377502175,0
704,34,49.150000000000006,10,0,0.17305006049124672,0
705,31,79.2,10,0,0.17287701043075546,0
706,17,49.8,10,0,0.1727041334203247,0
707,31,48.95,10,0,0.17253142928690438,0
708,73,39.34999999999998,10,0,0.17235889785761746,0
709,13,49.99999999999999,10,0,0.17218653895975986,0
710,36,-19.149999999999984,10,0,0.1720143524208001,0
711,8,-15.100000000000001,0,0,0.17184233806837929,0
712,30,30.3,10,0,0.1716704957303109,0
713,30,279.09999999999997,20,1,0.1714988252345806,0
714,62,38.25000000000001,10,0,0.17132732640934603,0
715,25,29.550000000000008,10,0,0.1711559990829367,0
716,42,58.949999999999996,10,0,0.17098484308385375,0
717,63,28.500000000000014,10,0,0.1708138582407699,0
718,33,79.09999999999998,10,0,0.1706430443825291,0
719,63,47.94999999999993,10,0,0.1704724013381466,0
720,32,49.15,10,0,0.17030192893680846,0
721,25,49.55000000000001,10,0,0.17013162700787166,0
722,77,-18.449999999999992,10,0,0.16996149538086378,0
723,26,49.7,10,0,0.1697915338854829,0
724,66,-32.8,10,0,0.1696217423515974,0
725,45,69.99999999999997,10,0,0.1694521206092458,0
726,27,79.39999999999998,20,1,0.16928266848863655,0
727,57,-6.2499999999999964,10,0,0.1691133858201479,0
728,42,63.59999999999995,10,0,0.16894427243432775,0
729,46,278.3999999999999,20,1,0.16877532816189342,0
730,23,79.29999999999997,20,1,0.16860655283373152,0
731,31,258.95,20,1,0.16843794628089778,0
732,25,29.550000000000008,10,0,0.16826950833461687,0
733,27,29.249999999999996,10,0,0.16810123882628225,0
734,36,48.85,10,0,0.16793313758745596,0
735,16,49.849999999999994,10,0,0.1677652044498685,0
736,28,79.35,20,1,0.16759743924541864,0
737,33,63.949999999999974,10,0,0.16742984180617324,0
738,31,49.199999999999996,10,0,0.16726241196436706,0
739,55,9.850000000000012,10,0,0.16709514955240268,0
740,71,22.65000000000001,10,0,0.16692805440285027,0
741,33,-1.0499999999999936,10,0,0.16676112634844742,0
742,30,49.400000000000006,10,0,0.16659436522209897,0
743,33,29.05,10,0,0.16642777085687688,0
744,48,254.5,20,1,0.16626134308602,0
745,38,49.29999999999998,10,0,0.16609508174293397,0
746,30,11.200000000000006,10,0,0.16592898666119105,0
747,34,44.999999999999986,10,0,0.16576305767452987,0
748,33,14.950000000000006,10,0,0.16559729461685535,0
749,45,48.549999999999955,10,0,0.1654316973222385,0
750,33,48.949999999999974,10,0,0.16526626562491625,0
751,34,18.799999999999986,10,0,0.16510099935929134,0
752,31,19.149999999999988,10,0,0.16493589835993205,0
753,32,19.09999999999999,10,0,0.16477096246157213,0
754,30,18.99999999999999,10,0,0.16460619149911057,0
755,44,28.800000000000015,10,0,0.16444158530761147,0
756,33,29.10000000000001,10,0,0.16427714372230384,0
757,71,47.54999999999994,10,0,0.16411286657858154,0
758,36,9.3,10,0,0.16394875371200296,0
759,35,79.39999999999999,20,1,0.16378480495829095,0
760,30,-0.6999999999999993,10,0,0.16362102015333266,0
761,45,258.25,20,1,0.16345739913317933,0
762,32,25.05000000000001,10,0,0.16329394173404616,0
763,33,63.99999999999998,10,0,0.16313064779231212,0
764,28,29.500000000000004,10,0,0.16296751714451982,0
765,76,60.04999999999988,10,0,0.1628045496273753,0
766,48,44.3,10,0,0.16264174507774792,0
767,47,33.249999999999986,10,0,0.16247910333267018,0
768,107,32.64999999999989,10,0,0.16231662422933751,0
769,76,19.600000000000026,10,0,0.16215430760510818,0
770,65,92.89999999999998,20,1,0.16199215329750308,0
771,77,53.00000000000001,10,0,0.16183016114420556,0
772,37,78.99999999999997,10,0,0.16166833098306135,0
773,48,-5.699999999999989,10,0,0.1615066626520783,0
774,38,74.94999999999999,10,0,0.16134515598942623,0
775,33,56.19999999999998,10,0,0.1611838108334368,0
776,32,-8.999999999999982,10,0,0.16102262702260337,0
777,29,79.39999999999999,10,0,0.16086160439558075,0
778,82,24.950000000000014,10,0,0.16070074279118518,0
779,30,29.2,10,0,0.160540042048394,0
780,8,-15.100000000000001,0,0,0.1603795020063456,0
781,62,47.89999999999996,10,0,0.16021912250433926,0
782,51,58.09999999999992,10,0,0.16005890338183493,0
783,82,-47.25000000000002,10,0,0.1598988444784531,0
784,64,41.85,10,0,0.15973894563397464,0
785,30,49.69999999999999,10,0,0.15957920668834066,0
786,57,-2.3499999999999837,10,0,0.1594196274816523,0
787,67,-1.249999999999961,10,0,0.15926020785417067,0
788,28,64.39999999999996,10,0,0.1591009476463165,0
789,35,14.749999999999996,10,0,0.15894184669867018,0
790,30,49.39999999999999,10,0,0.1587829048519715,0
791,17,34.55,10,0,0.15862412194711953,0
792,94,29.899999999999903,10,0,0.1584654978251724,0
793,75,17.049999999999965,10,0,0.15830703232734725,0
794,33,45.1,10,0,0.1581487252950199,0
795,34,48.94999999999998,10,0,0.15799057656972487,0
796,40,93.84999999999994,10,0,0.15783258599315514,0
797,75,-41.550000000000004,10,0,0.15767475340716197,0
798,59,213.64999999999998,20,1,0.1575170786537548,0
799,36,79.04999999999994,10,0,0.15735956157510106,0
800,36,48.84999999999998,10,0,0.15720220201352597,0
801,81,-57.95000000000003,10,0,0.15704499981151243,0
802,48,55.59999999999998,10,0,0.15688795481170092,0
803,32,71.24999999999997,10,0,0.15673106685688923,0
804,63,257.24999999999994,20,1,0.15657433579003233,0
805,35,28.800000000000015,10,0,0.1564177614542423,0
806,57,-12.249999999999993,10,0,0.15626134369278805,0
807,17,64.8,10,0,0.15610508234909526,0
808,33,49.049999999999955,10,0,0.15594897726674617,0
809,31,44.19999999999997,10,0,0.1557930282894794,0
810,62,-11.899999999999974,10,0,0.15563723526118994,0
811,33,64.14999999999995,10,0,0.15548159802592876,0
812,25,49.54999999999998,10,0,0.15532611642790284,0
813,42,13.59999999999997,10,0,0.15517079031147493,0
814,30,49.29999999999997,10,0,0.15501561952116347,0
815,59,-12.249999999999986,10,0,0.1548606039016423,0
816,8,-15.100000000000001,0,0,0.15470574329774067,0
817,77,-7.949999999999971,10,0,0.15455103755444294,0
818,75,-11.549999999999997,10,0,0.1543964865168885,0
819,74,-10.899999999999977,10,0,0.15424209003037162,0
820,60,40.099999999999994,10,0,0.15408784794034125,0
821,74,2.400000000000052,10,0,0.1539337600924009,0
822,46,-21.499999999999986,10,0,0.1537798263323085,0
823,41,59.0,20,1,0.1536260465059762,0
824,46,-31.300000000000004,10,0,0.1534724204594702,0
825,24,29.399999999999995,10,0,0.15331894803901075,0
826,55,-10.150000000000023,10,0,0.15316562909097173,0
827,46,-11.399999999999988,10,0,0.15301246346188074,0
828,25,9.450000000000006,10,0,0.15285945099841886,0
829,8,-15.100000000000001,0,0,0.15270659154742044,0
830,30,79.44999999999997,20,1,0.15255388495587302,0
831,42,79.04999999999995,10,0,0.15240133107091713,0
832,31,49.349999999999966,10,0,0.15224892973984622,0
833,39,49.54999999999997,10,0,0.15209668081010638,0
834,40,278.99999999999994,20,1,0.1519445841292963,0
835,26,49.7,10,0,0.151792639545167,0
836,34,79.34999999999998,10,0,0.15164084690562182,0
837,42,58.95000000000002,20,1,0.1514892060587162,0
838,41,279.04999999999995,20,1,0.1513377168526575,0
839,25,49.599999999999994,10,0,0.15118637913580485,0
840,67,49.099999999999994,10,0,0.15103519275666905,0
841,67,80.69999999999997,10,0,0.15088415756391238,0
842,31,49.349999999999966,10,0,0.15073327340634846,0
843,40,273.79999999999995,20,1,0.15058254013294212,0
844,84,21.799999999999986,10,0,0.15043195759280917,0
845,58,62.49999999999994,10,0,0.15028152563521635,0
846,31,49.349999999999966,10,0,0.15013124410958115,0
847,38,49.19999999999999,10,0,0.14998111286547156,0
848,58,54.15,10,0,0.1498311317526061,0
849,25,49.64999999999999,10,0,0.1496813006208535,0
850,75,0.3500000000000263,10,0,0.14953161932023265,0
851,29,79.49999999999997,20,1,0.1493820877009124,0
852,84,38.899999999999906,10,0,0.1492327056132115,0
853,30,19.49999999999999,10,0,0.1490834729075983,0
854,143,-36.55000000000004,10,0,0.1489343894346907,0
855,59,43.549999999999955,10,0,0.148785455045256,0
856,60,48.199999999999974,10,0,0.14863666959021074,0
857,26,49.39999999999999,10,0,0.14848803292062052,0
858,46,44.400000000000006,10,0,0.1483395448876999,0
859,65,27.649999999999945,10,0,0.14819120534281222,0
860,28,79.44999999999999,10,0,0.1480430141374694,0
861,30,79.34999999999997,20,1,0.14789497112333191,0
862,31,49.14999999999999,10,0,0.14774707615220858,0
863,25,49.64999999999999,10,0,0.14759932907605638,0
864,32,278.9,20,1,0.14745172974698031,0
865,31,49.54999999999997,10,0,0.14730427801723334,0
866,28,279.09999999999997,20,1,0.1471569737392161,0
867,29,239.35,20,1,0.1470098167654769,0
868,25,49.55,10,0,0.14686280694871143,0
869,29,279.15,20,1,0.14671594414176273,0
870,8,-15.100000000000001,0,0,0.14656922819762097,0
871,25,29.450000000000006,10,0,0.14642265896942336,0
872,58,-26.29999999999999,10,0,0.14627623631045394,0
873,28,94.44999999999997,10,0,0.1461299600741435,0
874,60,19.700000000000014,10,0,0.14598383011406935,0
875,31,259.15,20,1,0.14583784628395527,0
876,47,48.34999999999992,10,0,0.14569200843767133,0
877,35,274.65,20,1,0.14554631642923366,0
878,25,94.69999999999999,10,0,0.14540077011280442,0
879,62,88.84999999999997,10,0,0.14525536934269162,0
880,34,18.99999999999999,10,0,0.14511011397334894,0
881,8,-15.100000000000001,0,0,0.14496500385937558,0
882,26,39.75,10,0,0.1448200388555162,0
883,28,278.99999999999994,20,1,0.14467521881666068,0
884,58,3.7000000000000135,10,0,0.144530543597844,0
885,30,64.19999999999997,10,0,0.14438601305424617,0
886,28,79.44999999999997,10,0,0.14424162704119192,0
887,28,94.54999999999997,10,0,0.14409738541415074,0
888,8,-15.100000000000001,0,0,0.14395328802873658,0
889,34,29.899999999999995,10,0,0.14380933474070784,0
890,57,48.14999999999996,10,0,0.14366552540596714,0
891,34,48.89999999999996,10,0,0.14352185988056118,0
892,61,47.74999999999996,10,0,0.14337833802068062,0
893,34,79.04999999999997,10,0,0.14323495968265992,0
894,33,60.19999999999999,10,0,0.14309172472297726,0
895,33,79.09999999999998,10,0,0.14294863299825428,0
896,33,79.09999999999998,10,0,0.14280568436525604,0
897,32,279.09999999999997,20,1,0.14266287868089078,0
898,8,-15.100000000000001,0,0,0.1425202158022099,0
899,28,79.44999999999997,10,0,0.14237769558640767,0
900,34,79.14999999999996,20,1,0.14223531789082125,0
901,28,75.44999999999997,10,0,0.14209308257293043,0
902,81,-44.14999999999996,10,0,0.1419509894903575,0
903,28,39.35,10,0,0.14180903850086715,0
904,38,28.999999999999996,10,0,0.1416672294623663,0
905,31,79.19999999999997,10,0,0.1415255622329039,0
906,59,4.7499999999999964,10,0,0.141384036670671,0
907,8,-15.100000000000001,0,0,0.14124265263400035,0
908,71,46.14999999999995,10,0,0.14110140998136636,0
909,32,25.25,10,0,0.140960308571385,0
910,33,75.19999999999997,10,0,0.14081934826281362,0
911,60,27.89999999999998,10,0,0.1406785289145508,0
912,34,44.89999999999998,10,0,0.14053785038563624,0
913,72,77.4499999999999,10,0,0.1403973125352506,0
914,27,79.39999999999998,10,0,0.14025691522271533,0
915,60,7.5000000000000036,10,0,0.14011665830749262,0
916,33,64.1,10,0,0.13997654164918513,0
917,143,8.600000000000001,20,1,0.13983656510753595,0
918,80,5.9000000000000234,10,0,0.1396967285424284,0
919,33,93.99999999999994,10,0,0.13955703181388598,0
920,76,4.300000000000043,10,0,0.1394174747820721,0
921,82,31.84999999999992,10,0,0.13927805730729,0
922,33,24.950000000000006,10,0,0.13913877924998272,0
923,30,278.9,20,1,0.13899964047073274,0
924,33,75.09999999999997,10,0,0.138860640830262,0
925,26,49.5,10,0,0.13872178018943174,0
926,27,49.44999999999999,10,0,0.13858305840924232,0
927,88,22.849999999999902,10,0,0.13844447535083307,0
928,63,7.850000000000019,10,0,0.13830603087548224,0
929,31,49.249999999999986,10,0,0.13816772484460677,0
930,30,49.19999999999999,10,0,0.13802955711976217,0
931,17,49.79999999999999,10,0,0.13789152756264242,0
932,31,49.14999999999998,10,0,0.13775363603507979,0
933,63,77.69999999999993,20,1,0.1376158823990447,0
934,38,49.099999999999966,10,0,0.13747826651664566,0
935,27,49.44999999999999,10,0,0.13734078825012902,0
936,27,49.449999999999974,10,0,0.1372034474618789,0
937,29,41.14999999999998,10,0,0.13706624401441703,0
938,41,-21.05000000000001,10,0,0.13692917777040262,0
939,36,278.79999999999995,20,1,0.13679224859263223,0
940,17,49.99999999999999,10,0,0.13665545634403958,0
941,15,49.8,10,0,0.13651880088769555,0
942,24,49.79999999999998,10,0,0.13638228208680786,0
943,49,48.749999999999986,10,0,0.13624589980472104,0
944,17,49.8,10,0,0.13610965390491633,0
945,32,79.14999999999996,10,0,0.1359735442510114,0
946,26,49.5,10,0,0.1358375707067604,0
947,30,49.39999999999999,10,0,0.13570173313605363,0
948,76,9.250000000000018,20,1,0.1355660314029176,0
949,17,49.8,10,0,0.13543046537151468,0
950,38,20.900000000000016,10,0,0.13529503490614317,0
951,33,24.950000000000014,10,0,0.13515973987123703,0
952,32,74.14999999999998,10,0,0.13502458013136578,0
953,64,3.500000000000025,10,0,0.1348895555512344,0
954,58,62.69999999999996,10,0,0.13475466599568317,0
955,84,30.900000000000002,10,0,0.13461991132968748,0
956,34,79.24999999999997,20,1,0.1344852914183578,0
957,62,64.54999999999997,20,1,0.13435080612693945,0
958,12,35.0,10,0,0.1342164553208125,0
959,33,270.04999999999995,20,1,0.1340822388654917,0
960,64,74.24999999999997,10,0,0.1339481566266262,0
961,14,50.05,10,0,0.13381420846999958,0
962,40,79.34999999999995,10,0,0.13368039426152958,0
963,33,19.049999999999994,10,0,0.13354671386726805,0
964,33,19.149999999999995,10,0,0.1334131671534008,0
965,41,25.249999999999996,10,0,0.1332797539862474,0
966,42,78.64999999999992,10,0,0.13314647423226114,0
967,31,49.09999999999999,10,0,0.13301332775802888,0
968,33,274.74999999999994,20,1,0.13288031443027085,0
969,57,63.24999999999997,10,0,0.13274743411584058,0
970,28,79.44999999999999,10,0,0.13261468668172474,0
971,64,92.94999999999996,10,0,0.13248207199504303,0
972,58,47.699999999999946,10,0,0.132349589923048,0
973,36,278.9,20,1,0.13221724033312493,0
974,34,29.050000000000004,10,0,0.1320850230927918,0
975,28,49.19999999999999,10,0,0.13195293806969902,0
976,70,61.59999999999992,10,0,0.13182098513162932,0
977,31,278.94999999999993,20,1,0.1316891641464977,0
978,74,27.200000000000006,10,0,0.1315574749823512,0
979,40,48.699999999999974,10,0,0.13142591750736884,0
980,61,292.3499999999999,20,1,0.13129449158986148,0
981,30,48.94999999999999,10,0,0.13116319709827162,0
982,34,79.14999999999996,20,1,0.13103203390117335,0
983,38,94.54999999999997,10,0,0.1309010018672722,0
984,63,48.44999999999996,10,0,0.13077010086540491,0
985,65,21.949999999999957,10,0,0.1306393307645395,0
986,59,43.7499999999999,10,0,0.13050869143377497,0
987,72,6.29999999999993,10,0,0.1303781827423412,0
988,77,23.999999999999915,10,0,0.13024780455959886,0
989,39,79.39999999999996,10,0,0.13011755675503928,0
990,60,38.29999999999997,10,0,0.12998743919828423,0
991,77,-21.90000000000001,10,0,0.12985745175908595,0
992,77,67.89999999999989,10,0,0.12972759430732686,0
993,34,48.94999999999999,10,0,0.12959786671301954,0
994,112,27.449999999999967,10,0,0.12946826884630652,0
995,27,49.650000000000006,10,0,0.12933880057746022,0
996,29,49.349999999999994,10,0,0.12920946177688275,0
997,65,78.2999999999999,10,0,0.12908025231510586,0
998,8,-15.100000000000001,0,0,0.12895117206279075,0
999,77,48.29999999999995,10,0,0.12882222089072795,0
1000,76,38.09999999999992,10,0,0.12869339866983723,0
1001,77,34.50000000000004,10,0,0.1285647052711674,0
1002,30,34.3,10,0,0.12843614056589622,0
1003,76,24.34999999999996,10,0,0.12830770442533032,0
1004,25,49.54999999999998,10,0,0.128179396720905,0
1005,46,28.40000000000001,10,0,0.1280512173241841,0
1006,33,293.8499999999999,20,1,0.12792316610685991,0
1007,76,26.450000000000042,10,0,0.12779524294075306,0
1008,26,49.499999999999986,10,0,0.1276674476978123,0
1009,25,29.650000000000002,10,0,0.12753978025011448,0
1010,56,39.69999999999992,10,0,0.12741224046986435,0
1011,33,90.09999999999997,10,0,0.1272848282293945,0
1012,64,77.94999999999989,10,0,0.12715754340116509,0
1013,58,58.05,10,0,0.1270303858577639,0
1014,8,-15.100000000000001,0,0,0.12690335547190615,0
1015,31,79.59999999999998,10,0,0.12677645211643424,0
1016,26,49.599999999999994,10,0,0.1266496756643178,0
1017,77,13.000000000000014,10,0,0.1265230259886535,0
1018,60,77.7499999999999,10,0,0.12639650296266486,0
1019,32,59.349999999999994,10,0,0.12627010645970219,0
1020,38,49.09999999999995,10,0,0.12614383635324247,0
1021,30,34.29999999999998,10,0,0.12601769251688924,0
1022,31,279.04999999999995,20,1,0.12589167482437236,0
1023,29,11.24999999999999,10,0,0.12576578314954798,0
1024,31,49.14999999999998,10,0,0.12564001736639843,0
1025,77,44.10000000000002,10,0,0.12551437734903204,0
1026,72,-7.499999999999943,10,0,0.125388862971683,0
1027,31,49.14999999999998,10,0,0.12526347410871133,0
1028,32,275.0,20,1,0.12513821063460262,0
1029,56,53.849999999999994,10,0,0.12501307242396803,0
1030,33,79.29999999999997,20,1,0.12488805935154407,0
1031,31,49.14999999999998,10,0,0.12476317129219253,0
1032,36,49.199999999999974,10,0,0.12463840812090034,0
1033,42,48.69999999999993,10,0,0.12451376971277944,0
1034,33,78.79999999999998,20,1,0.12438925594306666,0
1035,76,-71.79999999999997,10,0,0.1242648666871236,0
1036,66,15.050000000000026,10,0,0.12414060182043647,0
1037,66,30.05000000000002,10,0,0.12401646121861604,0
1038,30,49.39999999999998,10,0,0.12389244475739743,0
1039,33,258.65,20,1,0.12376855231264003,0
1040,33,278.6499999999999,20,1,0.12364478376032739,0
1041,32,94.04999999999995,10,0,0.12352113897656707,0
1042,31,29.40000000000001,10,0,0.1233976178375905,0
1043,62,25.65000000000003,20,1,0.12327422021975291,0
1044,31,49.349999999999966,10,0,0.12315094599953316,0
1045,26,49.59999999999998,10,0,0.12302779505353363,0
1046,26,49.39999999999999,10,0,0.1229047672584801,0
1047,30,49.29999999999997,10,0,0.12278186249122161,0
